"segment_id","line","mode","src","from","to","len_m","verdict","from_act","to_act","recommendation"
"XSEG500","Chico Line (ROW)","commuter","extra","Haltom City","Chico 3","7000","ok","5995","13712",""
"XSEG501","Chico Line (ROW)","commuter","extra","Chico 3","Saginaw","7000","ok","13712","2419",""
"XSEG502","Chico Line (ROW)","commuter","extra","Saginaw","Saginaw 2","3500","ok","2419","1971",""
"XSEG503","Chico Line (ROW)","commuter","extra","Saginaw 2","Bridgeport","52271","wide","1971","0",""
"XSEG504","Chico Line (ROW)","commuter","extra","Bridgeport","Chico 13","10765","ok","0","0",""
"XSEG505","Gainesville Line (ROW)","commuter","extra","Haltom City","Gainesville 3","7000","ok","5995","13712",""
"XSEG506","Gainesville Line (ROW)","commuter","extra","Gainesville 3","Saginaw","7000","ok","13712","5196",""
"XSEG507","Gainesville Line (ROW)","commuter","extra","Saginaw","Gainesville 6","3500","ok","5196","3486",""
"XSEG508","Gainesville Line (ROW)","commuter","extra","Gainesville 6","Gainesville 7","3500","ok","3486","1057",""
"XSEG509","Gainesville Line (ROW)","commuter","extra","Gainesville 7","Sanger","54126","wide","1057","3417",""
"XSEG510","Gainesville Line (ROW)","commuter","extra","Sanger","Gainesville","29810","wide","3417","0",""
"XSEG511","Sherman Line (ROW)","commuter","extra","Carrollton","Carrollton 2","3500","ok","0","15174",""
"XSEG512","Sherman Line (ROW)","commuter","extra","Carrollton 2","Carrollton 3","3500","ok","15174","11027",""
"XSEG513","Sherman Line (ROW)","commuter","extra","Carrollton 3","Hebron","5570","ok","11027","3564",""
"XSEG514","Sherman Line (ROW)","commuter","extra","Hebron","The Colony","7171","ok","3564","6232",""
"XSEG515","Sherman Line (ROW)","commuter","extra","The Colony","Frisco","7277","ok","6232","14172",""
"XSEG516","Sherman Line (ROW)","commuter","extra","Frisco","Prosper","9932","ok","14172","6939",""
"XSEG517","Sherman Line (ROW)","commuter","extra","Prosper","Celina","9721","ok","6939","4714",""
"XSEG518","Sherman Line (ROW)","commuter","extra","Celina","Sherman","45520","wide","4714","0",""
"XSEG519","Terrell Line (ROW)","commuter","extra","Dallas","Dallas 2","3500","ok","35140","3611",""
"XSEG520","Terrell Line (ROW)","commuter","extra","Dallas 2","Terrell 3","3500","ok","3611","2357",""
"XSEG521","Terrell Line (ROW)","commuter","extra","Terrell 3","Terrell 4","3500","ok","2357","2394",""
"XSEG522","Terrell Line (ROW)","commuter","extra","Terrell 4","Terrell 5","3500","ok","2394","9410",""
"XSEG523","Terrell Line (ROW)","commuter","extra","Terrell 5","Terrell 6","3500","ok","9410","1987",""
"XSEG524","Terrell Line (ROW)","commuter","extra","Terrell 6","Mesquite","3500","ok","1987","4752",""
"XSEG525","Terrell Line (ROW)","commuter","extra","Mesquite","Mesquite 2","3500","ok","4752","11724",""
"XSEG526","Terrell Line (ROW)","commuter","extra","Mesquite 2","Terrell 9","3500","ok","11724","1593",""
"XSEG527","Terrell Line (ROW)","commuter","extra","Terrell 9","Forney","8632","ok","1593","5212",""
"XSEG528","Terrell Line (ROW)","commuter","extra","Forney","Terrell","18662","wide","5212","7438",""
"XSEG529","Ennis Line (ROW)","commuter","extra","Dallas","Dallas 2","3500","ok","35140","3611",""
"XSEG530","Ennis Line (ROW)","commuter","extra","Dallas 2","Ennis 6","14000","ok","3611","5440",""
"XSEG531","Ennis Line (ROW)","commuter","extra","Ennis 6","Ennis","37299","wide","5440","6238",""
"XSEG532","Waxahachie Line (ROW)","commuter","extra","Mansfield","Waxahachie 3","7000","ok","0","2667",""
"XSEG533","Waxahachie Line (ROW)","commuter","extra","Waxahachie 3","Midlothian","10991","ok","2667","0",""
"XSEG534","Waxahachie Line (ROW)","commuter","extra","Midlothian","Waxahachie","17561","wide","0","3282",""
