"geoid","pop","jobs","lat","lon"
"483671407142","1188","21","32.775075","-97.66641"
"481130190531","590","7519","32.965642","-96.718146"
"484391139391","1717","178","32.942504","-97.29883"
"481130011021","941","545","32.815133","-96.757521"
"481130137172","1105","4719","32.957049","-96.900421"
"481210216512","2291","1028","33.045603","-96.865962"
"484391136252","1443","38","32.86328","-97.137412"
"481130181413","1525","9","32.859497","-96.543586"
"482511302172","1110","187","32.53938","-97.345788"
"484391142043","2442","594","32.906273","-97.539686"
"484391216123","1496","410","32.739745","-97.160856"
"484391140152","1571","323","32.863183","-97.371187"
"481210203151","1559","622","33.069059","-97.16752"
"482570502142","1255","1853","32.748689","-96.463949"
"480850305331","1627","114","33.127464","-96.773437"
"480850305393","1682","38","33.197793","-96.744556"
"484391137121","1418","8900","32.92955","-97.078079"
"484391014033","993","55","32.737768","-97.249164"
"484391225002","1633","613","32.726712","-97.144275"
"483671407131","3101","196","32.748458","-97.582231"
"483671406041","3124","466","32.617399","-97.790282"
"481130087051","1715","263","32.687068","-96.777888"
"484391135143","2008","90","32.832146","-97.086704"
"480850316691","0","1650","33.061811","-96.82996"
"480850305061","3029","4173","33.108427","-96.798498"
"482570513012","1971","1454","32.36839","-96.092592"
"481130144101","2065","247","32.828332","-97.011645"
"484391137153","2326","4395","32.982105","-97.042324"
"481210216382","1270","42","32.995368","-96.869307"
"480850313251","963","86","33.027909","-96.651909"
"481390602073","2384","104","32.52397","-96.768472"
"482570507013","2503","110","32.643211","-96.300864"
"484391141092","2813","42","32.915681","-97.370658"
"480850318073","1157","9303","33.016216","-96.741219"
"480850316623","1607","84","33.089601","-96.775549"
"481130141554","1352","66","32.942707","-96.957068"
"481130080003","1164","527","32.834385","-96.747687"
"481210201253","2380","104","33.227144","-96.914642"
"480850314202","1308","132","33.125797","-96.564103"
"480850316702","419","1056","33.087035","-96.826647"
"480850316214","37","1226","33.014552","-96.783924"
"481130181352","2045","61","32.887513","-96.525038"
"481130136243","1517","28","32.944925","-96.816721"
"480850318092","774","141","33.006321","-96.720077"
"484391137131","1877","14652","32.922698","-97.109258"
"482511306032","2067","126","32.254579","-97.369981"
"480850317233","1354","28","33.008986","-96.823479"
"481130150011","2972","57","32.804394","-96.937341"
"484391115641","3891","175","32.617614","-97.06465"
"481210203206","0","4435","32.999493","-97.309811"
"483970405131","3305","492","32.891627","-96.396121"
"484391135212","2063","23","32.861446","-97.071214"
"484391139302","0","855","32.864721","-97.325176"
"481130144082","1824","401","32.825003","-97.006678"
"480850317133","2018","43","33.001226","-96.822946"
"482570512023","1618","17","32.431187","-96.331636"
"484391001013","1780","36","32.791599","-97.296974"
"480850316132","853","41","33.052382","-96.748221"
"481130096111","1015","392","32.906937","-96.875832"
"480850315073","2013","425","33.109315","-96.694138"
"481210216481","1501","393","33.038557","-96.847619"
"481130189002","1504","139","32.924805","-96.659653"
"481130167071","1439","2","32.608914","-96.799301"
"482511310002","2455","126","32.335416","-97.395217"
"484391052013","2221","30","32.732324","-97.457602"
"482511307001","2673","65","32.356872","-97.406964"
"481130111041","1589","64","32.650323","-96.835905"
"480850316731","1334","562","33.061259","-96.793939"
"481130136221","1454","676","32.946695","-96.813369"
"483671405032","2654","402","32.837012","-97.836323"
"481130020012","1785","582","32.762447","-96.819485"
"484391222002","933","2376","32.741054","-97.114005"
"481130187003","2673","80","32.901601","-96.633768"
"481139801001","40","20338","32.839241","-96.852446"
"481130136171","1007","152","32.978122","-96.80161"
"484391110302","2516","2383","32.562033","-97.327478"
"481130080001","1584","118","32.828912","-96.738327"
"481130112022","1516","264","32.676429","-96.81815"
"481130192021","1424","306","32.943209","-96.747216"
"484391058001","1842","323","32.663412","-97.344306"
"481130079023","1271","348","32.8418","-96.746847"
"484391132063","1300","56","32.819518","-97.248998"
"481130141352","1176","217","32.97309","-96.978806"
"481130079102","766","5","32.85605","-96.759668"
"484391109062","1611","862","32.673393","-97.460568"
"481210217502","3037","807","33.027761","-97.106464"
"481130079091","939","21","32.852241","-96.762353"
"484391115442","2601","687","32.636422","-97.122206"
"484391110231","2503","130","32.613092","-97.383185"
"483671406033","3416","387","32.708286","-97.816568"
"481130184021","1943","954","32.867223","-96.643244"
"484391131202","1848","100","32.798895","-97.07915"
"480850320151","1524","75","33.027825","-96.670191"
"484391115323","1939","579","32.651729","-97.199215"
"481130111031","1465","180","32.668259","-96.826792"
"484391136182","1559","729","32.826105","-97.142371"
"484391055114","1411","80","32.638266","-97.383651"
"484391108054","1269","11","32.748841","-97.485384"
"481130178053","1769","861","32.784533","-96.633654"
"481130130103","1779","226","32.866617","-96.681738"
"481130141211","935","184","32.966435","-96.956476"
"484391113063","1549","2839","32.559944","-97.151966"
"481130190512","2254","324","32.979578","-96.601753"
"480850316811","1569","579","33.045588","-96.765018"
"481130140012","1301","621","32.919424","-96.877086"
"481130192153","809","246","32.948896","-96.761828"
"484391139191","2400","219","32.880897","-97.274732"
"481130156002","1440","170","32.751875","-96.989738"
"484391141103","1993","814","32.927951","-97.399488"
"480850307024","1018","36","33.206959","-96.624233"
"481130100031","857","4870","32.793623","-96.816792"
"481210216121","1215","23","33.00675","-96.902053"
"483970404111","1071","41","32.966132","-96.3027"
"484391139122","1958","714","32.93085","-97.211303"
"481210214162","1621","457","33.138463","-97.099392"
"481130201002","1174","465","32.804187","-96.914226"
"484391132104","2347","104","32.891756","-97.208374"
"480850313302","3735","505","33.039898","-96.587212"
"481130178182","1765","262","32.799931","-96.615011"
"481210215141","1807","183","33.086103","-97.071619"
"480850316303","847","12","33.084217","-96.724836"
"484391139501","1486","271","32.927224","-97.277557"
"483970405122","1315","66","32.899063","-96.424462"
"481130008013","1005","85","32.805823","-96.780623"
"484391115131","2496","988","32.653266","-97.068031"
"484391130061","1818","625","32.730596","-97.052412"
"484391131222","1787","981","32.789702","-97.060416"
"484391065021","1406","25","32.754481","-97.230651"
"484391114082","2605","603","32.618466","-97.186025"
"483970405142","1503","95","32.847142","-96.318849"
"481130167101","2243","1435","32.65637","-96.765011"
"481210215381","4151","241","33.144314","-96.852081"
"481130181371","1251","12","32.854749","-96.566158"
"481130166214","2040","21","32.56919","-96.850964"
"484391142061","2566","180","32.843194","-97.513179"
"481210217171","1225","226","33.045759","-97.031163"
"481210214222","2240","675","33.154689","-97.128424"
"480850318162","1178","7333","32.990085","-96.703136"
"484391055141","850","57","32.667798","-97.401774"
"481130130091","1976","630","32.893412","-96.71432"
"484391115402","0","283","32.671049","-97.101015"
"481130181302","2054","433","32.841378","-96.629831"
"484391135112","1485","2140","32.832051","-97.104257"
"481130079132","2105","6672","32.848518","-96.766312"
"481130115001","2269","14","32.76191","-96.73571"
"481130141571","1894","6229","32.932707","-96.984052"
"481130207001","1081","5946","32.96928","-96.883941"
"484391140141","1311","11","32.864761","-97.379959"
"480850305361","2712","104","33.186346","-96.756222"
"481210215123","1285","181","33.092048","-97.064558"
"481210207002","1673","848","33.216428","-97.142604"
"481130061001","2544","125","32.701517","-96.843127"
"481390601062","2119","124","32.465337","-96.72046"
"480850316762","1366","33","33.046789","-96.784676"
"484391115562","2533","6","32.699139","-97.069915"
"484391142041","2033","237","32.89257","-97.530156"
"484391216121","1062","71","32.751492","-97.151263"
"482511306042","1252","225","32.21268","-97.465504"
"483671404163","1354","185","32.807901","-97.640453"
"484391115433","1357","12","32.64834","-97.125601"
"481210216112","1453","41","32.996736","-96.899578"
"480850313082","2421","397","33.043434","-96.561747"
"481130042022","994","153","32.751665","-96.842341"
"481130181282","1703","189","32.85281","-96.604399"
"481390606022","2167","784","32.406649","-96.856983"
"484391103013","1035","2767","32.799071","-97.251822"
"480850301022","2194","87","33.288393","-96.342405"
"481130138042","2157","784","32.919847","-96.864292"
"480850313261","2822","347","33.038873","-96.619473"
"481130080005","1038","186","32.82351","-96.744434"
"481130078052","1036","1417","32.900112","-96.759274"
"484391115163","800","72","32.661148","-97.131955"
"481130176041","1637","16","32.744801","-96.619273"
"481390602071","1630","135","32.540645","-96.768333"
"481130181531","1663","103","32.958055","-96.58776"
"481130166342","1408","7902","32.625896","-96.844274"
"480850318071","1207","3824","33.013675","-96.757455"
"480850316621","1624","99","33.092743","-96.784156"
"481210212043","1171","853","33.185432","-97.103226"
"480850316251","1074","222","33.037257","-96.757886"
"484391065181","1147","16","32.826352","-97.053434"
"481130161003","930","337","32.731155","-97.017181"
"484391107051","1387","51","32.771424","-97.460346"
"484391013012","1556","256","32.741871","-97.230082"
"481130136241","1781","109","32.948745","-96.820661"
"480850313201","1644","372","33.009398","-96.53545"
"481130078153","1936","635","32.878888","-96.755818"
"481130085002","2047","941","32.774771","-96.693328"
"481130203001","0","746","32.778326","-96.75947"
"484391055161","1364","97","32.630456","-97.40071"
"480850317231","1426","68","33.010113","-96.824827"
"484391065263","2868","677","32.793133","-97.193385"
"481130166152","2114","13","32.578348","-96.931125"
"481130141302","2052","543","32.918073","-96.954367"
"484391131102","1663","558","32.766955","-97.091853"
"481130079152","1007","32","32.861815","-96.761478"
"481130166331","2379","143","32.580808","-96.887246"
"481130111012","1316","159","32.658361","-96.849837"
"481130141411","840","732","32.938016","-96.950535"
"481130190401","1807","1160","32.936877","-96.726295"
"481210216261","2434","508","33.067277","-96.850598"
"481210205054","1107","3","33.247421","-97.112749"
"481130165332","1579","828","32.685062","-96.912896"
"482570512021","1367","703","32.533346","-96.318178"
"484391109012","2580","216","32.714683","-97.459257"
"484391102053","1905","18","32.847607","-97.285207"
"480850302022","1609","89","33.278295","-96.611211"
"481210215311","1446","22","33.095341","-96.868167"
"481130136103","1363","726","32.927533","-96.777914"
"481130195011","2032","479","32.855252","-96.808114"
"481130178202","2030","152","32.808494","-96.64619"
"481130167081","2904","64","32.620751","-96.800281"
"480850315071","1159","3337","33.108112","-96.679228"
"484391110333","1706","283","32.598778","-97.402173"
"481130173132","1760","56","32.716636","-96.537648"
"481130019022","4695","7224","32.791045","-96.810956"
"480850301011","1773","87","33.262271","-96.444784"
"481130003003","982","646","32.836501","-96.773882"
"481130159001","2170","62","32.739764","-96.990529"
"484391135123","0","1803","32.834828","-97.124349"
"481130079024","602","296","32.853723","-96.74948"
"481210203161","1991","669","33.139926","-97.162364"
"481130130121","1229","205","32.874966","-96.713268"
"480850316343","1085","9","33.061094","-96.719642"
"481130107011","1382","2921","32.757472","-96.909889"
"484391055131","1279","840","32.669611","-97.41689"
"481130137261","1728","1199","32.946008","-96.845763"
"481130192023","1433","798","32.948785","-96.746351"
"481130164191","2671","1271","32.683213","-97.014359"
"481130163011","2047","66","32.708465","-96.984759"
"484391224022","947","203","32.722794","-97.118566"
"481210216211","1771","3846","32.992815","-96.915713"
"484391132061","1211","774","32.821557","-97.238438"
"484391131101","1831","2116","32.768803","-97.088684"
"481130006101","611","95","32.824439","-96.824567"
"484391002022","1190","3679","32.792574","-97.329551"
"481130168022","2258","47","32.560177","-96.760197"
"484391131022","694","64","32.781371","-97.10271"
"481130031031","2508","20970","32.780806","-96.795977"
"484391101032","2330","264","32.82382","-97.268913"
"481130079161","663","32","32.860409","-96.758494"
"481130163013","1554","16","32.715663","-96.982609"
"481130166271","86","364","32.578421","-96.829546"
"484391025003","1402","357","32.717491","-97.402863"
"484391067001","2166","253","32.827073","-97.430231"
"481130178051","30","5863","32.781105","-96.653695"
"481130130101","1667","965","32.869299","-96.680867"
"484391115702","1839","19","32.68981","-97.076279"
"481130079022","1282","22","32.852938","-96.744032"
"484391141123","1272","379","32.982104","-97.418381"
"481210215291","2690","124","33.162584","-96.882062"
"480850316273","1405","235","33.029857","-96.739054"
"484391027002","972","114","32.741776","-97.374138"
"481130190261","955","340","32.943646","-96.639428"
"481130192151","1085","21","32.957399","-96.758828"
"484391114023","2302","131","32.639129","-97.172385"
"483671404152","2436","92","32.82206","-97.712942"
"484391142062","913","53","32.830491","-97.506829"
"481210215333","2103","129","33.107675","-96.867251"
"480850316601","1247","337","33.089792","-96.792942"
"484391140144","1938","3131","32.872094","-97.38416"
"484391054042","1547","885","32.690698","-97.38943"
"481130165242","1862","1778","32.580886","-96.971717"
"484391101023","2250","532","32.802784","-97.267911"
"481210213013","1407","384","33.197185","-97.1264"
"481130157001","1384","947","32.754395","-96.964437"
"481210216342","1520","9","33.001682","-96.85385"
"481130012021","819","65","32.808803","-96.727843"
"484391135162","1494","92","32.855781","-97.094504"
"480850316672","2064","946","33.035705","-96.803121"
"481390608012","3248","194","32.423367","-96.981867"
"484391065071","1023","118","32.767954","-97.247289"
"484391137103","1284","15","32.95879","-97.097881"
"481130175001","2026","60","32.75194","-96.606774"
"484391137161","1658","1577","32.951674","-97.069578"
"481210215362","1084","387","33.159279","-96.893236"
"481130002013","990","58","32.826122","-96.757108"
"480850304072","1546","956","33.12436","-96.828529"
"481130162031","1000","93","32.711633","-97.013688"
"481130079031","1028","564","32.854401","-96.75532"
"481210216163","2240","40","33.008967","-96.860654"
"484391113173","1914","258","32.563722","-97.196019"
"484391108052","2530","117","32.74728","-97.499217"
"481130181373","2306","59","32.860211","-96.566907"
"481130190373","1199","262","32.964306","-96.695702"
"481210202071","2037","476","33.293933","-97.225428"
"481130004102","1709","140","32.831427","-96.854922"
"480850303042","2618","88","33.253686","-96.809617"
"484391140032","1085","0","32.872524","-97.351984"
"481130141572","20","1655","32.934331","-96.973989"
"483970405101","1607","181","32.880031","-96.480109"
"484391005061","1802","68","32.802842","-97.375235"
"481130109051","1052","3","32.654967","-96.870957"
"480850308022","891","362","33.196442","-96.634611"
"484391115302","1617","281","32.664298","-97.142485"
"484391061022","1812","108","32.679067","-97.258497"
"480850316812","1050","174","33.045092","-96.756833"
"484391139311","732","602","32.921711","-97.320401"
"481130056002","2402","21","32.710326","-96.816547"
"484391132173","968","836","32.842138","-97.228541"
"481130007062","1111","2449","32.827138","-96.785169"
"481130206002","1520","710","32.871741","-96.832256"
"481130190451","1111","78","32.91881","-96.703099"
"480850316711","1514","4941","33.075584","-96.820546"
"481130057003","2025","158","32.700996","-96.79993"
"481210216462","2106","308","33.035154","-96.930152"
"484391224021","3071","4149","32.729369","-97.12213"
"484391131093","1469","1277","32.769312","-97.077376"
"484391101041","1118","57","32.824935","-97.260934"
"481130004051","1147","202","32.812784","-96.81979"
"481210216371","1506","351","32.993616","-96.864534"
"481130166212","1882","76","32.569176","-96.831154"
"480850313222","3744","74","32.991668","-96.553666"
"481130141322","1939","41","32.940012","-96.946394"
"481130092042","1200","345","32.745082","-96.676103"
"481390602201","2648","24","32.491715","-96.951278"
"481390608021","2766","1756","32.471106","-96.999862"
"484391139582","1158","179","32.922645","-97.149096"
"482511303033","1269","2022","32.361756","-97.330302"
"483671407092","3099","396","32.680902","-97.626138"
"484391103022","2301","386","32.784751","-97.279369"
"484391114101","1582","240","32.667155","-97.214633"
"483671406014","1093","378","32.739907","-98.03001"
"481210216302","1853","123","33.017518","-96.907395"
"484391115161","2027","5946","32.666882","-97.12038"
"481130136301","883","230","32.944129","-96.805108"
"480850304041","1824","188","33.142424","-96.788937"
"484391110182","1207","68","32.561128","-97.404128"
"481130173142","1612","139","32.733959","-96.597021"
"484391110102","1714","73","32.597126","-97.478447"
"484391132182","1295","452","32.868631","-97.19927"
"483671402023","1745","2062","32.737084","-97.783519"
"481130165361","1385","108","32.666324","-96.895281"
"484391139512","1220","625","32.932295","-97.223138"
"480850305492","945","38","33.171711","-96.680725"
"480850303034","2187","785","33.238748","-96.777707"
"480850310081","1372","132","33.117981","-96.510088"
"481130078151","1071","1222","32.876647","-96.759499"
"481130130082","2699","120","32.881524","-96.722378"
"484391012011","2021","9968","32.774307","-97.270403"
"484391005052","3107","152","32.811979","-97.394253"
"481130169023","1362","1472","32.643818","-96.694962"
"481210203221","2067","366","33.00545","-97.20914"
"480850317172","1210","259","33.005622","-96.799079"
"480850309033","1385","2340","33.184569","-96.611263"
"481130173111","2255","175","32.762575","-96.579149"
"484391133013","1188","263","32.818966","-97.226205"
"480850314081","2194","605","33.094924","-96.615838"
"484391115631","2071","26","32.639528","-97.054508"
"484391102051","2425","953","32.855914","-97.28303"
"480850316354","90","3061","33.063044","-96.695004"
"481130195013","1590","152","32.861409","-96.791925"
"481130167083","1510","76","32.630557","-96.793234"
"484391135193","2351","165","32.872559","-97.09086"
"480850305351","904","16","33.195112","-96.684266"
"480850316742","1744","271","33.065644","-96.788215"
"481130003001","1513","479","32.829846","-96.772387"
"481130159003","1316","12","32.732607","-96.990029"
"481130172012","1531","1115","32.729796","-96.617916"
"483970404081","1189","28","32.924363","-96.375064"
"480850316311","1049","160","33.082548","-96.716477"
"480850314231","1576","65","33.0817","-96.65191"
"480850314163","4303","274","33.121971","-96.706747"
"481130178142","1689","277","32.801293","-96.60553"
"481130136181","1906","575","32.984233","-96.773244"
"481130141533","1175","851","32.853864","-96.997043"
"481130207004","1937","525","32.966859","-96.859206"
"481210214181","1234","122","33.156825","-97.073346"
"480850305174","2501","295","33.156207","-96.720791"
"484391139413","3078","98","32.980254","-97.285763"
"481130079062","1579","2131","32.85901","-96.773387"
"481130143082","2627","484","32.839757","-96.956585"
"481130168052","522","2105","32.594282","-96.815451"
"484391115051","1972","211","32.727911","-97.160682"
"481210215341","2289","53","33.110553","-96.916232"
"484391115434","3078","443","32.652388","-97.127413"
"484391134072","1795","258","32.819056","-97.157892"
"481130165352","1909","175","32.663863","-96.915041"
"481130132024","1349","1836","32.916758","-96.782333"
"481130162012","2032","8","32.724377","-97.010924"
"484391237002","881","3053","32.738484","-97.335946"
"481130078212","1312","70","32.873179","-96.756743"
"484391026011","2088","3055","32.723824","-97.390936"
"481130194001","2135","668","32.841955","-96.790761"
"484391115462","1244","12","32.684233","-97.170007"
"480850320183","1309","38","32.990477","-96.669855"
"481130091012","1400","24","32.754481","-96.696774"
"481390605001","2418","1431","32.383229","-96.859453"
"484391139062","1992","375","32.947187","-97.178137"
"484391044003","1446","83","32.706235","-97.341658"
"484391136293","567","6269","32.843061","-97.138273"
"481130108061","1794","48","32.696194","-96.869569"
"484391141063","1345","1044","32.890224","-97.396092"
"481130141551","831","9","32.946168","-96.957061"
"484391228011","2156","715","32.711603","-97.111785"
"481210216191","1271","7778","33.018121","-96.968745"
"481130152052","2036","55","32.81249","-96.972712"
"481130119022","3257","469","32.743507","-96.641042"
"481130052002","2475","114","32.738108","-96.850572"
"484391219081","1321","1731","32.718978","-97.055019"
"481130005032","1611","131","32.809249","-96.816445"
"482511302181","706","4","32.546222","-97.344643"
"484391114021","1192","19","32.644852","-97.162937"
"481130053003","1424","25","32.738022","-96.860357"
"484391132161","1985","299","32.854968","-97.218593"
"481210215331","2433","267","33.109038","-96.856365"
"480850316603","2152","268","33.092666","-96.798999"
"481130178171","1036","599","32.806292","-96.613494"
"481390602163","1065","157","32.53746","-96.901336"
"481130086042","1268","145","32.716772","-96.77408"
"481130152021","1347","156","32.824436","-96.971688"
"484391055191","1651","45","32.675788","-97.428113"
"484391014014","1017","2","32.750036","-97.257738"
"482511304112","2898","25","32.477598","-97.16071"
"480850313141","4796","465","33.065961","-96.556013"
"484391139411","1273","751","32.97281","-97.286208"
"484391065034","1556","12","32.750711","-97.203353"
"481210201311","1854","523","33.196369","-97.005434"
"484391109032","700","1009","32.687216","-97.421548"
"484391115142","1640","23","32.659087","-97.080496"
"481130138041","1247","71","32.923492","-96.848249"
"484391045051","1343","2","32.715217","-97.314409"
"481130002011","937","490","32.839673","-96.757326"
"481130097012","1916","4953","32.889533","-96.880527"
"484391023024","1614","720","32.712987","-97.446877"
"484391114071","2032","907","32.642854","-97.139021"
"481130141192","1290","111","32.963346","-96.981223"
"484391065232","1060","12","32.820173","-97.070008"
"481130166192","1922","146","32.615989","-96.852309"
"481130208004","1268","27","32.755157","-96.759405"
"484391136342","2269","994","32.901971","-97.135128"
"481130071022","1228","994","32.848488","-96.833387"
"481130181281","2432","434","32.857534","-96.608955"
"481130178121","1386","763","32.81872","-96.624138"
"481130181572","1405","108","32.92342","-96.585738"
"481130146022","1040","852","32.820191","-96.937685"
"481210217501","2090","1861","33.025954","-97.07525"
"480850316552","1045","611","33.030721","-96.774334"
"480850317201","1418","7","32.987174","-96.771473"
"481130181421","2128","21","32.847991","-96.557473"
"484391139522","1227","759","32.937058","-97.235829"
"481210216322","1106","184","33.018061","-96.868397"
"481210201232","1919","9","33.251947","-96.90846"
"481210215262","2375","2365","33.158644","-96.849844"
"481210217164","1380","29","33.059504","-97.022233"
"481130167041","2724","51","32.615684","-96.774312"
"481210201233","3195","235","33.22592","-96.93561"
"484391115432","1288","123","32.646553","-97.129793"
"484391132171","1139","55","32.848212","-97.217051"
"481130143131","1666","8863","32.867352","-96.952016"
"481130076011","906","454","32.891091","-96.833217"
"484391219054","1554","161","32.707996","-97.077436"
"481130166213","1672","4","32.562959","-96.846649"
"481130147013","1360","193","32.834958","-96.926326"
"481130190251","1176","45","32.947928","-96.628849"
"481130057001","1809","42","32.690681","-96.795887"
"481390603002","2025","192","32.392286","-96.833852"
"484391131091","1377","346","32.769239","-97.083717"
"484391101043","1508","9","32.837744","-97.261421"
"484391063002","2045","118","32.71528","-97.23267"
"481130081022","1447","96","32.818609","-96.707178"
"481130016011","3249","2908","32.799433","-96.789013"
"481130072052","2588","165","32.864303","-96.867536"
"482570507032","1690","64","32.599656","-96.204821"
"481210217372","1272","31","32.996508","-96.983369"
"482511303031","2064","123","32.398697","-97.31899"
"484391233013","727","6427","32.749034","-97.338807"
"482511302203","2691","995","32.520642","-97.292514"
"481130145023","1862","5292","32.824694","-96.953126"
"484391108071","1586","340","32.730829","-97.512311"
"484391113151","2218","146","32.601968","-97.090562"
"484391138111","1602","3966","32.845231","-97.249238"
"484391138123","1430","1384","32.900473","-97.252071"
"481210205062","1121","119","33.256311","-97.088222"
"484391139331","2722","2347","32.922876","-97.309619"
"481130155002","2450","893","32.752248","-97.006705"
"481130078241","1969","212","32.878385","-96.737854"
"481130170091","3410","64","32.694796","-96.573778"
"481210217301","1351","24","33.017105","-97.031202"
"481130184011","1119","1037","32.868386","-96.656412"
"481210201201","2330","42","33.173911","-96.910216"
"481210206051","2680","880","33.223103","-97.092734"
"481130091041","1895","18","32.745122","-96.695726"
"481130190311","1236","53","32.983359","-96.672688"
"481130165183","1898","327","32.656687","-96.912687"
"481130129001","835","252","32.847786","-96.706323"
"481210201321","1967","295","33.182755","-96.895468"
"484391131043","1242","272","32.776884","-97.086345"
"480850316134","955","274","33.044632","-96.742026"
"481130136054","1534","267","32.965269","-96.773407"
"481130173143","1872","86","32.739205","-96.580658"
"484391139505","714","445","32.936234","-97.265906"
"484391139461","2138","658","32.897239","-97.286655"
"481130006112","1336","1449","32.820163","-96.819451"
"481210203223","1485","49","33.019117","-97.210797"
"481130139023","2188","1919","32.934425","-96.880595"
"481130122121","1472","378","32.798718","-96.699615"
"481130141301","1737","224","32.923924","-96.947066"
"481130181432","4105","279","32.947033","-96.544642"
"481130004012","1147","752","32.807174","-96.822513"
"484391139317","4132","62","32.880037","-97.325514"
"481210217252","2112","379","33.021911","-97.06119"
"482511302052","2360","601","32.547641","-97.338363"
"484391054082","1213","153","32.694307","-97.431538"
"480850314133","2432","77","33.11829","-96.634645"
"481130165282","1606","398","32.649057","-96.951413"
"481130017051","3113","26164","32.794661","-96.79993"
"484391055033","1424","304","32.648167","-97.407669"
"481130204012","1486","2212","32.78267","-96.776778"
"481130146021","2507","278","32.82948","-96.939768"
"480850313183","1588","122","33.024501","-96.545078"
"484391046051","2648","672","32.693987","-97.288981"
"484391139242","2930","210","32.88957","-97.297656"
"481210203193","2558","493","33.055478","-97.372523"
"481130166211","1966","20","32.571321","-96.845103"
"480850314161","3698","150","33.117477","-96.723847"
"481130192112","1335","1174","32.966529","-96.738814"
"481130098031","2051","1214","32.877556","-96.872507"
"481130065012","1785","132","32.731158","-96.886152"
"484391113201","6068","288","32.581544","-97.050551"
"481210211003","1246","52","33.211525","-97.139364"
"484391007004","1549","289","32.75873","-97.398003"
"481130096032","1347","1163","32.923601","-96.830059"
"481210216551","0","2375","33.073202","-96.866051"
"481210215343","2470","116","33.110874","-96.925789"
"484391065184","865","6261","32.820396","-97.052114"
"484391136243","1089","66","32.85549","-97.127793"
"481130190322","1891","245","32.920294","-96.687804"
"484391056002","1617","7","32.681155","-97.36832"
"480850313311","2080","186","33.019462","-96.59205"
"484391136373","701","590","32.848278","-97.115845"
"481210216421","1233","135","32.991408","-96.850367"
"480850317241","1333","34","33.005756","-96.821959"
"484391114052","1547","973","32.629329","-97.227426"
"481130131011","997","1290","32.898525","-96.778516"
"481130166292","1916","1781","32.598527","-96.930832"
"484391139343","1910","166","32.934586","-97.291552"
"482511304052","2161","96","32.529484","-97.257052"
"481130181211","2610","29","32.922778","-96.603632"
"480850317042","654","609","32.995121","-96.834319"
"481130190392","1885","474","32.935173","-96.706561"
"481130132022","1233","9788","32.916169","-96.770775"
"480850303065","814","783","33.327272","-96.785079"
"481130141553","1130","8","32.941098","-96.955456"
"481390608024","3886","114","32.421036","-97.015196"
"484391135124","1892","2144","32.829548","-97.126304"
"481130122091","1415","116","32.815817","-96.699366"
"481210201102","2462","69","33.188417","-96.877951"
"481130190491","1612","33","32.941714","-96.660729"
"481390606014","1258","1868","32.404951","-96.839649"
"481210201212","3621","718","33.234806","-96.985032"
"481130153051","1714","141","32.810609","-96.979209"
"481130004091","0","350","32.820889","-96.845042"
"482511302183","1287","1936","32.532771","-97.342318"
"480850315122","1688","15","33.095523","-96.650291"
"481130053001","1599","4","32.731929","-96.860372"
"481130069002","1299","27","32.762233","-96.869774"
"484391132102","1747","128","32.883792","-97.195544"
"481130190423","533","477","32.976692","-96.662272"
"484391139542","1700","9388","32.96629","-97.195238"
"484391130041","1348","31","32.774356","-97.038827"
"480850310032","4232","70","33.196276","-96.526694"
"481130181402","1307","1784","32.914273","-96.565721"
"484391113193","5333","635","32.5696","-97.072811"
"481130007031","1410","763","32.813462","-96.795691"
"484391141082","1400","12","32.881819","-97.436318"
"481210217211","1525","33","33.057015","-97.056528"
"481210206042","2151","27","33.224956","-97.102365"
"484391107061","1124","196","32.762292","-97.464158"
"483671404151","1627","170","32.8593","-97.622734"
"481130128012","1155","253","32.861431","-96.680379"
"481130136271","1585","8735","32.973067","-96.827591"
"480850318082","1624","319","33.01486","-96.720864"
"484391045053","866","397","32.703496","-97.315129"
"483970405031","2214","2291","32.890694","-96.460935"
"481210216182","1235","3643","33.051348","-97.000626"
"483671404082","2412","452","32.881611","-97.558693"
"482511306022","1161","235","32.275707","-97.513002"
"481130078191","761","1016","32.865003","-96.757093"
"480850316631","2653","238","33.082396","-96.78686"
"482570508011","1925","129","32.61029","-96.436761"
"484391057013","1658","96","32.659504","-97.358258"
"484391139173","2542","51","32.867241","-97.270235"
"481130072061","1072","88","32.859547","-96.86533"
"483671406031","3010","325","32.629856","-97.94607"
"484391140134","3976","1912","32.839883","-97.379013"
"481130010011","1027","182","32.819683","-96.772349"
"481130110021","1622","708","32.681241","-96.8303"
"481210216321","1306","354","33.01683","-96.861501"
"481130078351","1976","49","32.898633","-96.725098"
"481130197001","1966","2553","32.833473","-96.795112"
"484391113042","2219","403","32.596051","-97.122236"
"484391138092","1365","308","32.864576","-97.258514"
"480850315041","1299","41","33.111477","-96.645464"
"481130182042","1727","5","32.897897","-96.622246"
"481130153062","1459","877","32.791569","-96.98344"
"480850305391","1765","521","33.199664","-96.737357"
"480850315111","1705","9261","33.094088","-96.666368"
"481130001002","1757","687","32.812158","-96.73743"
"484391228021","1629","100","32.707145","-97.10377"
"481210215201","1701","270","33.090895","-96.884557"
"483671405022","1501","326","32.782756","-97.876516"
"483970404041","1001","546","32.9304","-96.406793"
"483970402022","1771","280","32.938654","-96.455081"
"481130147011","1261","685","32.833615","-96.921012"
"481130011012","1097","86","32.82034","-96.765672"
