"station_id","name","mode","src","year_opens","term","act1k","fwy_m","feasibility","lat","lon"
"S018","W 7th W","metro","fw","2040","0","32900","1422","strong","32.750173","-97.358408"
"X355","Cypress Waters SW","brt","extra","2065","0","33940","353","strong","32.910654","-96.993881"
"X219","Eating Recovery Center Dallas / Plano NW","metro","extra","2045","0","33953","318","strong","33.087888","-96.819549"
"X570","Dallas","commuter","extra","2040","1","35140","337","strong","32.773278","-96.806906"
"S016","TCC Trinity River","metro","fw","2050","0","35785","1230","strong","32.755097","-97.339228"
"X033","TCC Trinity River","brt","extra","2055","0","35785","1225","strong","32.754976","-97.339474"
"X261","Victory","metro","extra","2050","0","35831","224","strong","32.793024","-96.812029"
"S017","W 7th E","metro","fw","2040","0","35853","1279","strong","32.751093","-97.352142"
"X234","Turtel Creek","metro","extra","2045","0","36109","965","strong","32.811036","-96.807653"
"S022","Magnolia E","metro","fw","2035","0","39656","1032","strong","32.730704","-97.331571"
"X032","A Stop","brt","extra","2055","0","40240","551","strong","32.749122","-97.337377"
"X237","Downtown","metro","extra","2045","0","42296","391","strong","32.778222","-96.789895"
"S011","Central Station","metro","fw","2035","1","42667","430","strong","32.752543","-97.326747"
"X517","Old East Dallas","brt","extra","2040","0","45246","1193","strong","32.802856","-96.780246"
"S009","Courthouse","metro","fw","2035","0","46621","739","strong","32.757116","-97.332894"
"X211","Downtown","metro","extra","2040","0","48440","89","strong","32.77474","-96.793066"
"S013","Convention Center","metro","fw","2035","0","49821","479","strong","32.749095","-97.328575"
"S010","Sundance Square","metro","fw","2035","0","51035","617","strong","32.75512","-97.331555"
"X225","Addison Circle","metro","extra","2045","0","53671","426","strong","32.964694","-96.826246"
"X259","Design District W","metro","extra","2050","0","54333","545","strong","32.80106","-96.839606"
"X258","Bachman Lake","metro","extra","2050","0","54868","841","strong","32.81697","-96.843376"
"X228","Addison South","metro","extra","2045","0","55578","393","strong","32.935855","-96.826149"
"X513","Design District","brt","extra","2040","0","56232","35","strong","32.802911","-96.831542"
"X229","Galleria","metro","extra","2045","0","65527","278","strong","32.928957","-96.818245"
"X516","Uptown","brt","extra","2040","0","69775","209","strong","32.793671","-96.795061"
"X308","Uptown","metro","extra","2070","0","74308","52","strong","32.797618","-96.793614"
"X235","Uptown","metro","extra","2045","0","75755","593","strong","32.796682","-96.802103"
"X209","Pearl","metro","extra","2040","0","79715","494","strong","32.793373","-96.804541"
"X417","Uptown","metro","extra","2060","0","81187","728","strong","32.802683","-96.80098"
"X416","Pearl","metro","extra","2060","0","85483","651","strong","32.796184","-96.807948"
"X262","Victory Park","metro","extra","2050","0","103257","329","strong","32.79089","-96.804995"
"X210","Arts District","metro","extra","2040","0","109471","251","strong","32.785542","-96.802313"
"X448","Estelle SW","metro","extra","2070","0","0","955","weak","32.857619","-97.031744"
"X412","Metrocare hillside adult mental health clinic and primary care NE","metro","extra","2065","0","0","698","weak","32.772788","-96.855792"
"X386","Kleberg","brt","extra","2070","0","0","746","weak","32.671229","-96.608239"
"X429","La Frontera","metro","extra","2070","0","0","2064","weak","32.618548","-97.138215"
"X378","Lancaster SE","brt","extra","2070","0","0","7506","weak","32.584991","-96.751793"
"X026","Haltom City","brt","extra","2065","0","0","991","weak","32.76654","-97.264264"
"X393","Arlington Lakeside W","metro","extra","2065","0","0","3407","weak","32.728887","-97.19271"
"X474","Fort Worth Stockyards National Historic District E","brt","extra","2065","0","0","854","weak","32.795182","-97.312537"
"X356","Las Colinas","brt","extra","2070","0","0","735","weak","32.888715","-96.991131"
"X362","Entertainment","brt","extra","2070","0","0","1306","weak","32.770589","-96.99494"
"X479","Riverbend","brt","extra","2065","0","0","661","weak","32.794513","-97.22122"
"X465","Lake Port Village","metro","extra","2065","1","0","5362","weak","32.627499","-97.039729"
"X587","Midlothian","commuter","extra","2070","0","0","884","weak","32.487466","-96.990649"
"X380","Wilmer W","brt","extra","2070","0","0","2150","weak","32.5875","-96.699237"
"X542","Bowie","commuter","extra","2070","1","0","1000000","weak","33.558088","-97.849522"
"X443","Euless NE","metro","extra","2070","0","0","727","weak","32.862951","-97.04889"
"X385","Sand Branch NW","brt","extra","2070","0","0","3004","weak","32.651995","-96.617228"
"X379","Lancaster E","brt","extra","2070","0","0","7253","weak","32.587594","-96.725592"
"X384","Sand Branch","brt","extra","2070","0","0","5075","weak","32.630735","-96.613406"
"X387","Sand Branch N","brt","extra","2070","0","0","1616","weak","32.686912","-96.589325"
"X369","Cedar Hill","brt","extra","2070","0","0","4633","weak","32.617491","-96.973801"
"X543","Decatur","commuter","extra","2070","0","0","883","weak","33.235616","-97.580358"
"X383","Sand Branch SW","brt","extra","2070","0","0","7594","weak","32.613677","-96.628201"
"X351","Valley Ranch NE","brt","extra","2070","0","0","830","weak","32.951189","-96.934964"
"X382","Wilmer NE","brt","extra","2070","0","0","4321","weak","32.604004","-96.651997"
"X425","Zacha Junction N2","metro","extra","2060","1","0","1052","weak","32.881345","-96.674518"
"X055","Mansfield","commuter","extra","2045","1","0","1760","weak","32.567468","-97.142053"
"X256","Hi Line W2","metro","extra","2055","0","0","1447","weak","32.808095","-96.881879"
"X569","Sherman","commuter","extra","2050","1","0","36207","weak","33.640283","-96.606733"
"X361","Indian Hills N","brt","extra","2070","0","0","3636","weak","32.79174","-96.994444"
"X046","Primrose","commuter","extra","2035","1","0","2035","weak","32.599686","-97.441755"
"X589","Midlothian","commuter","extra","2045","1","0","1235","weak","32.4824","-96.9942"
"X551","Gainesville","commuter","extra","2055","1","0","40390","weak","33.625847","-97.140163"
"X367","Sunset Acres W","brt","extra","2070","0","1015","1313","weak","32.659681","-96.981397"
"X012","Lockheed Gate","brt","extra","2060","1","1286","2910","weak","32.765491","-97.446112"
"X455","Shady Grove W","metro","extra","2070","0","1401","774","weak","32.798267","-97.046867"
"X405","Grand Prairie E","metro","extra","2065","0","1433","1517","weak","32.746213","-96.969747"
"X045","Mesa Springs","commuter","extra","2040","0","1477","779","weak","32.625706","-97.421017"
"X064","Keller","commuter","extra","2050","0","1504","2618","weak","32.95574","-97.254696"
"X537","Edgecliff Village","commuter","extra","2040","0","1553","697","weak","32.656317","-97.328773"
"X021","Tarrant County College South Campus","brt","extra","2045","0","1578","909","weak","32.669789","-97.280205"
"X578","Mesquite E2","commuter","extra","2045","0","1593","2232","weak","32.763191","-96.554276"
"X394","Arlington Lakeside","metro","extra","2065","0","1778","4360","weak","32.720482","-97.172103"
"X069","Haltom City","commuter","extra","2050","0","1792","1555","weak","32.809646","-97.297779"
"X421","Lakewood E","metro","extra","2065","0","1805","2526","weak","32.817854","-96.719274"
"S006","Panther Island - Lagrave","metro","fw","2040","0","1812","2858","weak","32.76988","-97.341418"
"X027","Sundance Square E2","brt","extra","2065","0","1843","991","weak","32.765235","-97.286496"
"X056","Forest Hill","commuter","extra","2050","0","1898","1560","weak","32.650651","-97.236002"
"X034","Fort Worth","brt","extra","2060","0","1910","2869","weak","32.766514","-97.352986"
"X471","Fort Worth","brt","extra","2065","0","1910","3176","weak","32.767123","-97.35955"
"X035","Fort Worth Stockyards National Historic District SW","brt","extra","2060","0","1935","4518","weak","32.776501","-97.368114"
"X575","Mesquite W","commuter","extra","2045","0","1987","2028","weak","32.776451","-96.664614"
"X038","Sansom Park","brt","extra","2060","0","2054","681","weak","32.80466","-97.412922"
"X366","North Westchester Meadows NE","brt","extra","2070","0","2178","973","weak","32.681386","-96.985113"
"X368","Sunset Acres SW2","brt","extra","2070","0","2334","3452","weak","32.639035","-96.972011"
"X390","Mesquite S","brt","extra","2070","0","2353","1208","weak","32.743838","-96.599038"
"X545","Saginaw NW","commuter","extra","2070","0","2389","5338","weak","32.893726","-97.392102"
"X573","Fair Park E3","commuter","extra","2045","0","2394","2082","weak","32.772681","-96.735004"
"X555","Saginaw SE","commuter","extra","2060","0","2419","2071","weak","32.85818","-97.36069"
"X541","Alvarado","commuter","extra","2035","1","2448","27575","weak","32.406212","-97.20744"
"X242","Fair Park E5","metro","extra","2050","0","2474","1189","weak","32.781366","-96.726524"
"X048","Crowley N","commuter","extra","2065","0","2486","6213","weak","32.609765","-97.355266"
"X006","BRT/ Subway","brt","extra","2065","0","2495","1822","weak","32.751981","-97.431686"
"X353","Coppell","brt","extra","2070","0","2581","2910","weak","32.949765","-96.98524"
"X024","Haltom City SE2","brt","extra","2060","1","2621","1020","weak","32.777231","-97.223627"
"X292","Sunset Acres SW","metro","extra","2070","0","2652","1308","weak","32.658702","-96.97194"
"X408","Cockrell Hill W","metro","extra","2065","0","2659","998","weak","32.731556","-96.908861"
"X586","Britton","commuter","extra","2070","0","2667","1379","weak","32.550076","-97.06934"
"X539","Crowley","commuter","extra","2040","0","2697","812","weak","32.594288","-97.328011"
"X372","Hillside Village E","brt","extra","2070","0","2701","3085","weak","32.589941","-96.907169"
"X592","Duncanville","commuter","extra","2050","0","2706","1730","weak","32.628386","-96.92989"
"X438","Viridian","metro","extra","2070","0","2787","4161","weak","32.799898","-97.098101"
"X544","Saginaw NW2","commuter","extra","2070","0","2807","3442","weak","32.921962","-97.406308"
"S001","Meacham / Mercado N","metro","fw","2035","1","2816","2901","weak","32.813","-97.349"
"X460","Indian Hills SW","metro","extra","2070","0","2855","3911","weak","32.71206","-97.044563"
"X005","NAS JRB","brt","extra","2065","0","2863","2756","weak","32.759658","-97.420915"
"S044","Berry / Riverside","metro","fw","2060","0","2896","2053","weak","32.7059","-97.3043"
"X017","Berry/Riverside","brt","extra","2040","0","2896","2057","weak","32.705882","-97.304345"
"X003","Fair Oaks","brt","extra","2065","0","2974","4197","weak","32.783828","-97.385837"
"S043","Fair Oaks","metro","fw","2060","0","2974","4225","weak","32.7836","-97.3857"
"S007","Panther Island South","metro","fw","2040","0","3026","1273","weak","32.763747","-97.337321"
"X025","Haltom City SE","brt","extra","2065","0","3116","1140","weak","32.770435","-97.24392"
"X376","Mill Creek Estates","brt","extra","2070","0","3185","5467","weak","32.592625","-96.8016"
"X588","Waxahachie","commuter","extra","2065","1","3282","5350","weak","32.391661","-96.851799"
"X470","Sundance Square W","brt","extra","2065","0","3288","2915","weak","32.759326","-97.375428"
"X206","Oak Lawn NW","metro","extra","2045","0","3325","3012","weak","32.8353","-96.8347"
"X552","Sanger","commuter","extra","2060","0","3417","1883","weak","33.363367","-97.169313"
"X564","Hebron","commuter","extra","2055","0","3564","2262","weak","33.027084","-96.86436"
"X406","Collins Learning Center","metro","extra","2065","0","3723","1771","weak","32.74639","-96.944451"
"X068","Watauga SW","commuter","extra","2050","0","4104","765","weak","32.832448","-97.275218"
"X047","Crowley","commuter","extra","2060","1","4181","9702","weak","32.578517","-97.359057"
"X377","Lancaster","brt","extra","2070","0","4270","5987","weak","32.592046","-96.775173"
"X333","Centerville","brt","extra","2070","0","4328","3225","weak","32.867389","-96.608192"
"X389","Balch Springs","brt","extra","2070","0","4494","1411","weak","32.7242","-96.599547"
"X020","Forest Hill NW","brt","extra","2045","0","4534","2058","weak","32.680112","-97.273452"
"X019","Forest Hill NW2","brt","extra","2045","0","4534","2114","weak","32.680667","-97.27435"
"X373","De Soto","brt","extra","2070","0","4632","5448","weak","32.58992","-96.880645"
"S040","Oakland Corners","metro","fw","2045","0","4653","1656","weak","32.740877","-97.261838"
"X478","North Richland Hills","brt","extra","2065","0","4676","903","weak","32.809053","-97.224417"
"X239","Baylor South","metro","extra","2050","0","4680","613","weak","32.771691","-96.771463"
"X568","Celina","commuter","extra","2055","0","4714","11646","weak","33.324268","-96.78434"
"X294","Duncanville","metro","extra","2070","0","4720","2483","weak","32.647332","-96.931295"
"S053","Everman","metro","fw","2055","1","4753","3320","weak","32.633","-97.295"
"X529","Dallas","brt","extra","2050","0","4889","670","weak","32.761614","-96.816138"
"X001","Stockyards Main","brt","extra","2060","1","4925","4750","weak","32.795073","-97.349091"
"S003","Stockyards North","metro","fw","2040","0","4925","4744","weak","32.795131","-97.349067"
"X593","Duncanville NE","commuter","extra","2050","0","4977","1256","weak","32.653377","-96.907193"
"X469","River Oaks S","brt","extra","2065","0","4979","2970","weak","32.760046","-97.396793"
"X329","Mesquite N2","brt","extra","2070","0","4985","817","weak","32.798051","-96.59574"
