STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
48,215,020724,1,1068,+26.213310,-098.256869
48,215,020724,2,1404,+26.213801,-098.263650
48,215,020724,3,1880,+26.216018,-098.271344
48,215,020725,1,1964,+26.229864,-098.246510
48,215,020725,2,1850,+26.223568,-098.247914
48,215,020727,1,1725,+26.257225,-098.255154
48,215,020727,2,2778,+26.259180,-098.263430
48,215,020728,1,1791,+26.236556,-098.243327
48,215,020728,2,738,+26.237828,-098.251261
48,215,020729,1,1188,+26.215916,-098.240928
48,215,020729,2,1205,+26.210254,-098.241955
48,215,020730,1,822,+26.210499,-098.249601
48,215,020730,2,1664,+26.215266,-098.248777
48,215,020731,1,2134,+26.231394,-098.251390
48,215,020731,2,673,+26.230625,-098.255467
48,215,020732,1,2122,+26.231098,-098.270520
48,215,020732,2,1823,+26.228189,-098.261227
48,215,020733,1,1036,+26.251473,-098.242953
48,215,020733,2,1710,+26.258526,-098.240790
48,215,020734,1,1256,+26.253414,-098.250380
48,215,020734,2,1989,+26.259695,-098.248934
48,215,020735,1,2539,+26.241716,-098.261619
48,215,020736,1,2364,+26.242741,-098.246304
48,215,020804,1,934,+26.252136,-098.228296
48,215,020804,2,884,+26.244973,-098.229485
48,215,020804,3,1877,+26.245199,-098.225399
48,215,020805,1,1434,+26.225077,-098.231473
48,215,020805,2,792,+26.220245,-098.232012
48,215,020805,3,846,+26.224810,-098.239602
48,215,020806,1,1096,+26.236284,-098.229067
48,215,020806,2,919,+26.231375,-098.229055
48,215,020806,3,1688,+26.236023,-098.237084
48,215,020807,1,1578,+26.265115,-098.224676
48,215,020807,2,809,+26.265534,-098.231896
48,215,020808,1,1314,+26.257633,-098.225755
48,215,020808,2,1230,+26.259093,-098.232735
48,215,020905,1,2221,+26.243107,-098.205812
48,215,020905,2,531,+26.242586,-098.216558
48,215,020905,3,792,+26.241910,-098.212091
48,215,020906,1,549,+26.248553,-098.210702
48,215,020906,2,1234,+26.245123,-098.221015
48,215,020906,3,796,+26.249632,-098.215688
48,215,020907,1,894,+26.222695,-098.206294
48,215,020907,2,2284,+26.226711,-098.210616
48,215,020908,1,663,+26.222754,-098.222489
48,215,020908,2,1745,+26.220291,-098.216863
48,215,020909,1,1498,+26.233557,-098.221429
48,215,020909,2,763,+26.227193,-098.221506
48,215,020910,1,1170,+26.234977,-098.215759
48,215,020910,2,1596,+26.234075,-098.208128
48,215,021001,1,592,+26.205260,-098.208900
48,215,021001,2,1219,+26.212957,-098.216770
48,215,021002,1,1413,+26.206303,-098.219356
48,215,021002,2,546,+26.207266,-098.226712
48,215,021003,1,953,+26.213395,-098.226589
48,215,021003,2,946,+26.215415,-098.234303
48,215,021100,1,686,+26.209665,-098.233609
48,215,021100,2,1281,+26.204326,-098.234672
48,215,021100,3,1004,+26.193995,-098.238469
48,215,021201,1,651,+26.195652,-098.211310
48,215,021201,2,652,+26.197277,-098.218112
48,215,021201,3,954,+26.197163,-098.226852
48,215,021201,4,798,+26.191100,-098.223163
48,215,021203,1,438,+26.177860,-098.229678
48,215,021203,2,1193,+26.165686,-098.217001
48,215,021203,3,2653,+26.173282,-098.216246
48,215,021204,1,1015,+26.183918,-098.228824
48,215,021204,2,1831,+26.180059,-098.215415
48,215,021306,1,2250,+26.120211,-098.188721
48,215,021306,2,1936,+26.107529,-098.193090
48,215,021307,1,2058,+26.114324,-098.208673
48,215,021307,2,1836,+26.118705,-098.204118
48,215,021307,3,2325,+26.122632,-098.205402
48,215,021308,1,1606,+26.101472,-098.252123
48,215,021308,2,1180,+26.102704,-098.259939
48,215,021309,1,1981,+26.095660,-098.232194
48,215,021309,2,1482,+26.095466,-098.245740
48,215,021310,1,2068,+26.105215,-098.233320
48,215,021310,2,1147,+26.102765,-098.228174
48,215,021311,1,898,+26.107813,-098.221885
48,215,021311,2,1275,+26.117888,-098.259924
48,215,021311,3,2643,+26.113460,-098.227628
48,215,021312,1,1257,+26.136199,-098.208278
48,215,021312,2,1187,+26.134318,-098.196416
48,215,021312,3,2810,+26.135260,-098.202437
48,215,021313,1,1206,+26.141121,-098.200735
48,215,021313,2,2225,+26.135005,-098.185315
48,215,021314,1,795,+26.130420,-098.213203
48,215,021314,2,516,+26.128396,-098.197178
48,215,021314,3,2613,+26.128857,-098.205556
48,215,021315,1,2493,+26.126165,-098.191514
48,215,021315,2,1273,+26.124048,-098.183588
48,215,021401,1,868,+26.190075,-098.173700
48,215,021401,2,1353,+26.190594,-098.183556
48,215,021401,3,1564,+26.195825,-098.196833
48,215,021401,4,451,+26.191853,-098.200175
48,215,021401,5,1046,+26.193483,-098.192204
48,215,021405,1,1410,+26.174297,-098.176791
48,215,021405,2,734,+26.176175,-098.183418
48,215,021405,3,332,+26.175914,-098.182196
48,215,021405,4,801,+26.169751,-098.173985
48,215,021406,1,2412,+26.181542,-098.174907
48,215,021407,1,966,+26.179976,-098.190577
48,215,021407,2,1812,+26.186894,-098.196130
48,215,021408,1,3073,+26.163182,-098.201787
48,215,021408,2,2885,+26.174205,-098.200156
48,215,021409,1,262,+26.167890,-098.184479
48,215,021409,2,1275,+26.160056,-098.181532
48,215,021409,3,1250,+26.163851,-098.180461
48,215,021500,1,834,+26.196944,-098.172878
48,215,021500,2,1088,+26.195407,-098.175016
48,215,021500,3,617,+26.197934,-098.184887
48,215,021500,4,816,+26.198814,-098.191423
48,215,021600,1,1176,+26.200120,-098.171697
48,215,021600,2,1145,+26.200877,-098.178007
48,215,021600,3,1531,+26.202268,-098.189259
48,215,021703,1,2141,+26.216502,-098.188315
48,215,021703,2,1749,+26.217704,-098.195954
48,215,021703,3,862,+26.210347,-098.193171
48,215,021704,1,759,+26.243021,-098.181955
48,215,021704,2,1995,+26.224277,-098.189640
48,215,021704,3,1125,+26.242976,-098.188559
48,215,021704,4,1386,+26.229775,-098.184823
48,215,021704,5,1319,+26.231867,-098.194382
48,215,021705,1,2345,+26.221127,-098.167454
48,215,021705,2,2192,+26.210165,-098.175135
48,215,021705,3,1698,+26.213843,-098.168351
48,215,021706,1,2411,+26.238114,-098.169897
48,215,021706,2,1269,+26.241797,-098.163670
48,215,021707,1,1501,+26.228605,-098.165842
48,215,021707,2,630,+26.223578,-098.174074
48,215,021707,3,328,+26.220330,-098.176999
48,215,021803,1,1670,+26.205009,-098.155583
48,215,021803,2,1544,+26.204588,-098.142898
48,215,021803,3,2114,+26.201540,-098.141594
48,215,021804,1,1167,+26.196558,-098.155605
48,215,021804,2,1416,+26.196396,-098.162861
48,215,021804,3,1298,+26.190992,-098.149772
48,215,021807,1,1193,+26.218320,-098.154859
48,215,021807,2,970,+26.211284,-098.149930
48,215,021807,3,1524,+26.212253,-098.156825
48,215,021808,1,2093,+26.218824,-098.147083
48,215,021808,2,882,+26.217017,-098.139080
48,215,021808,3,2158,+26.210116,-098.141094
48,215,021809,1,2144,+26.240878,-098.153258
48,215,021809,2,2187,+26.234825,-098.138653
48,215,021810,1,1761,+26.223181,-098.134065
48,215,021810,2,1599,+26.227303,-098.153742
48,215,021810,3,1001,+26.223974,-098.141358
48,215,021903,1,1285,+26.182007,-098.093396
48,215,021903,2,655,+26.184518,-098.116963
48,215,021903,3,1297,+26.187827,-098.116839
48,215,021903,4,1359,+26.187689,-098.128476
48,215,021904,1,1397,+26.194708,-098.101477
48,215,021904,2,841,+26.195205,-098.125494
48,215,021904,3,1050,+26.192792,-098.115181
48,215,021904,4,1120,+26.198545,-098.114221
48,215,021905,1,2147,+26.217451,-098.094627
48,215,021905,2,849,+26.209772,-098.114067
48,215,021905,3,389,+26.204642,-098.112942
48,215,021905,4,1317,+26.203279,-098.092666
48,215,021906,1,2305,+26.233525,-098.099808
48,215,021906,2,2121,+26.210644,-098.124694
48,215,021906,3,1172,+26.226022,-098.115099
48,215,022005,1,1254,+26.181677,-098.164189
48,215,022005,2,1109,+26.181532,-098.154082
48,215,022005,3,1026,+26.188168,-098.163702
48,215,022005,4,804,+26.184328,-098.157850
48,215,022006,1,1926,+26.173721,-098.157079
48,215,022006,2,1430,+26.184194,-098.140443
48,215,022006,3,3075,+26.178490,-098.144835
48,215,022007,1,2030,+26.163509,-098.155225
48,215,022008,1,1092,+26.177893,-098.116559
48,215,022008,2,624,+26.181441,-098.123109
48,215,022008,3,798,+26.180022,-098.132944
48,215,022008,4,947,+26.176042,-098.128404
48,215,022009,1,2158,+26.155184,-098.122522
48,215,022009,2,1786,+26.167869,-098.127559
48,215,022010,1,486,+26.174316,-098.087919
48,215,022010,2,1307,+26.165052,-098.101825
48,215,022010,3,2196,+26.174836,-098.109321
48,215,022010,4,1511,+26.173556,-098.098392
48,215,022011,1,374,+26.147712,-098.123764
48,215,022011,2,1402,+26.160419,-098.108287
48,215,022011,3,1809,+26.149550,-098.111740
48,215,022105,1,1839,+26.166724,-098.057941
48,215,022105,2,1599,+26.164073,-098.048388
48,215,022107,1,1534,+26.174909,-098.060344
48,215,022107,2,287,+26.177465,-098.079384
48,215,022107,3,467,+26.181379,-098.077473
48,215,022107,4,2023,+26.179305,-098.060220
48,215,022108,1,1312,+26.175540,-098.048055
48,215,022109,1,1810,+26.197706,-098.070651
48,215,022109,2,1757,+26.192446,-098.048057
48,215,022110,1,1598,+26.226303,-098.047351
48,215,022110,2,1670,+26.211139,-098.043736
48,215,022111,1,3499,+26.226882,-098.067712
48,215,022111,2,1761,+26.209198,-098.069021
48,215,022111,3,1983,+26.216803,-098.066259
48,215,022112,1,875,+26.156515,-098.092818
48,215,022112,2,1112,+26.141793,-098.052555
48,215,022112,3,1454,+26.131443,-098.056859
48,215,022113,1,2816,+26.169059,-098.069603
48,215,022113,2,741,+26.166797,-098.081051
48,215,022203,1,1121,+26.164950,-098.040003
48,215,022203,2,1061,+26.159929,-098.027335
48,215,022203,3,1059,+26.162925,-098.034990
48,215,022203,4,1677,+26.158637,-098.037913
48,215,022204,1,1959,+26.131306,-098.035696
48,215,022204,2,2205,+26.144201,-098.034465
48,215,022204,3,2267,+26.153935,-098.018509
48,215,022205,1,1229,+26.187744,-098.029027
48,215,022205,2,467,+26.170703,-098.026409
48,215,022205,3,1745,+26.190867,-098.018907
48,215,022205,4,817,+26.178847,-098.018481
48,215,022206,1,2565,+26.213242,-098.025463
48,215,022301,1,1311,+26.159018,-097.999823
48,215,022301,2,1487,+26.154711,-097.998423
48,215,022301,3,928,+26.147951,-098.002717
48,215,022301,4,2385,+26.151736,-098.010286
48,215,022302,1,2164,+26.130562,-097.996942
48,215,022302,2,1844,+26.132348,-098.004171
48,215,022302,3,1533,+26.147098,-097.994370
48,215,022401,1,890,+26.169126,-098.000008
48,215,022401,2,2634,+26.178738,-097.999151
48,215,022401,3,625,+26.162777,-097.992783
48,215,022401,4,746,+26.165600,-097.993984
48,215,022402,1,1798,+26.209862,-098.004988
48,215,022402,2,2676,+26.190801,-098.000344
48,215,022402,3,1066,+26.189538,-098.012161
48,215,022402,4,1459,+26.178661,-098.009956
48,215,022502,1,1109,+26.165108,-097.978519
48,215,022502,2,1710,+26.180191,-097.986620
48,215,022502,3,1237,+26.178692,-097.965335
48,215,022502,4,1587,+26.162372,-097.973561
48,215,022503,1,2219,+26.222787,-097.979363
48,215,022503,2,1407,+26.220935,-097.962319
48,215,022504,1,1898,+26.206335,-097.977864
48,215,022504,2,1246,+26.192235,-097.984124
48,215,022600,1,965,+26.167706,-097.986437
48,215,022600,2,1072,+26.162802,-097.986111
48,215,022703,1,713,+26.155149,-097.986080
48,215,022703,2,1229,+26.145933,-097.985711
48,215,022704,1,302,+26.151843,-097.960406
48,215,022704,2,1304,+26.148210,-097.978434
48,215,022704,3,358,+26.144803,-097.972092
48,215,022704,4,1102,+26.149551,-097.966833
48,215,022705,1,1915,+26.133051,-097.966783
48,215,022705,2,998,+26.124531,-097.970910
48,215,022706,1,972,+26.133772,-097.978255
48,215,022706,2,1055,+26.134081,-097.985799
48,215,022706,3,920,+26.139485,-097.986132
48,215,022801,1,1201,+26.106142,-097.955408
48,215,022801,2,1848,+26.101643,-097.914345
48,215,022801,3,1322,+26.107746,-097.946767
48,215,022802,1,2005,+26.091158,-097.990097
48,215,022802,2,2057,+26.093658,-097.960608
48,215,022900,1,1455,+26.137248,-097.919446
48,215,022900,2,761,+26.144018,-097.920205
48,215,022900,3,894,+26.150056,-097.921132
48,215,022900,4,668,+26.129688,-097.940774
48,215,022900,5,1048,+26.149832,-097.949546
48,215,023000,1,1136,+26.138367,-097.909642
48,215,023000,2,861,+26.147806,-097.911481
48,215,023000,3,1437,+26.144342,-097.909070
48,215,023000,4,2377,+26.144388,-097.892254
48,215,023103,1,1138,+26.164041,-097.949320
48,215,023103,2,3024,+26.177752,-097.953725
48,215,023103,3,1561,+26.202612,-097.951396
48,215,023103,4,2028,+26.221904,-097.952447
48,215,023104,1,757,+26.158566,-097.919855
48,215,023104,2,1898,+26.164697,-097.915552
48,215,023104,3,520,+26.220872,-097.933417
48,215,023104,4,1398,+26.206109,-097.928454
48,215,023105,1,1441,+26.177811,-097.903287
48,215,023105,2,972,+26.153748,-097.907349
48,215,023105,3,2185,+26.162632,-097.891437
48,215,023106,1,1221,+26.191956,-097.880627
48,215,023106,2,1733,+26.213464,-097.907176
48,215,023516,1,974,+26.362944,-098.153325
48,215,023516,2,1681,+26.351848,-098.165108
48,215,023516,3,2002,+26.367145,-098.175353
48,215,023517,1,1094,+26.356043,-098.223670
48,215,023517,2,1942,+26.397905,-098.151616
48,215,023517,3,1309,+26.387785,-098.178350
48,215,023518,1,491,+26.320313,-098.212980
48,215,023518,2,1217,+26.323663,-098.194956
48,215,023518,3,3046,+26.315849,-098.205290
48,215,023518,4,1109,+26.312390,-098.198171
48,215,023518,5,930,+26.332191,-098.197673
48,215,023518,6,1271,+26.339673,-098.200805
48,215,023519,1,1451,+26.331283,-098.239900
48,215,023519,2,1242,+26.337963,-098.219008
48,215,023520,1,1831,+26.298353,-098.068075
48,215,023520,2,1926,+26.311016,-098.060922
48,215,023521,1,610,+26.297201,-098.110781
48,215,023521,2,2005,+26.300122,-098.099162
48,215,023521,3,2181,+26.311305,-098.089792
48,215,023521,4,710,+26.317771,-098.101414
48,215,023522,1,1779,+26.293931,-098.220756
48,215,023522,2,2246,+26.280042,-098.228544
48,215,023523,1,2072,+26.377067,-098.098307
48,215,023523,2,569,+26.360454,-098.049319
48,215,023523,3,1721,+26.370162,-098.092104
48,215,023523,4,3243,+26.362355,-098.098343
48,215,023524,1,1748,+26.343867,-098.116086
48,215,023524,2,1419,+26.350441,-098.135145
48,215,023524,3,2033,+26.354203,-098.098943
48,215,023524,4,1658,+26.344046,-098.124982
48,215,023525,1,1847,+26.339662,-098.066965
48,215,023525,2,2543,+26.333485,-098.043980
48,215,023526,1,819,+26.241577,-098.106286
48,215,023526,2,1805,+26.250988,-098.117759
48,215,023526,3,1709,+26.251103,-098.105661
48,215,023527,1,2366,+26.245540,-098.054611
48,215,023527,2,2257,+26.243471,-098.085089
48,215,023527,3,1802,+26.250490,-098.090575
48,215,023528,1,1537,+26.291852,-098.070321
48,215,023528,2,1772,+26.288936,-098.102351
48,215,023528,3,2327,+26.285586,-098.081740
48,215,023529,1,2737,+26.274522,-098.109226
48,215,023529,2,1896,+26.276061,-098.083054
48,215,023529,3,1068,+26.264052,-098.088707
48,215,023529,4,4293,+26.265954,-098.053466
48,215,023530,1,1598,+26.372287,-098.130473
48,215,023530,2,1305,+26.373926,-098.045988
48,215,023530,3,2408,+26.384935,-098.095732
48,215,023530,4,4217,+26.416566,-098.119789
48,215,023531,1,855,+26.269695,-098.243953
48,215,023531,2,1648,+26.267694,-098.247150
48,215,023532,1,874,+26.274622,-098.239414
48,215,023532,2,1310,+26.267764,-098.238877
48,215,023533,1,1511,+26.286279,-098.243263
48,215,023533,2,1843,+26.282437,-098.236198
48,215,023534,1,1709,+26.300393,-098.231901
48,215,023534,2,3565,+26.299235,-098.241425
48,215,023535,1,2051,+26.258654,-098.211890
48,215,023535,2,1270,+26.263299,-098.215557
48,215,023536,1,1200,+26.272424,-098.229816
48,215,023536,2,2029,+26.271371,-098.211899
48,215,023601,1,1072,+26.302325,-098.147014
48,215,023601,2,1174,+26.303854,-098.154801
48,215,023601,3,795,+26.308692,-098.156834
48,215,023602,1,1711,+26.313612,-098.136750
48,215,023602,2,1445,+26.302016,-098.133034
48,215,023602,3,2308,+26.328721,-098.135397
48,215,023602,4,927,+26.323009,-098.120854
48,215,023700,1,1978,+26.293534,-098.130374
48,215,023700,2,1266,+26.296447,-098.156924
48,215,023700,3,763,+26.295697,-098.150073
48,215,023700,4,547,+26.294998,-098.144927
48,215,023803,1,2500,+26.264435,-098.135375
48,215,023803,2,1892,+26.267089,-098.153550
48,215,023803,3,2581,+26.250777,-098.134515
48,215,023803,4,3073,+26.259556,-098.150221
48,215,023804,1,1135,+26.249953,-098.163247
48,215,023804,2,1652,+26.248013,-098.152464
48,215,023804,3,1401,+26.268952,-098.164495
48,215,023805,1,678,+26.290384,-098.161098
48,215,023805,2,1565,+26.280529,-098.159624
48,215,023805,3,871,+26.290897,-098.155250
48,215,023806,1,2921,+26.277446,-098.144979
48,215,023806,2,1239,+26.289803,-098.141739
48,215,023806,3,2576,+26.280039,-098.130442
48,215,023903,1,810,+26.298107,-098.167556
48,215,023903,2,799,+26.291707,-098.167613
48,215,023903,3,1866,+26.292201,-098.175615
48,215,023903,4,1100,+26.298778,-098.173607
48,215,023905,1,1813,+26.284633,-098.185596
48,215,023905,2,1934,+26.285057,-098.197930
48,215,023905,3,838,+26.285143,-098.177066
48,215,023905,4,1611,+26.280486,-098.173859
48,215,023906,1,1175,+26.263978,-098.196734
48,215,023906,2,3326,+26.255539,-098.183214
48,215,023906,3,2353,+26.274363,-098.182238
48,215,023906,4,2773,+26.268178,-098.183560
48,215,023907,1,2380,+26.300425,-098.182635
48,215,023907,2,1531,+26.293521,-098.183655
48,215,023908,1,1937,+26.297974,-098.190751
48,215,023908,2,1757,+26.298432,-098.200009
48,215,023908,3,3139,+26.301347,-098.208069
48,215,024001,1,2940,+26.310985,-098.167041
48,215,024002,1,845,+26.317179,-098.187314
48,215,024002,2,2645,+26.314822,-098.180669
48,215,024002,3,2443,+26.308576,-098.185905
48,215,024003,1,2321,+26.334692,-098.166680
48,215,024003,2,1546,+26.323115,-098.168830
48,215,024004,1,2736,+26.322863,-098.187804
48,215,024004,2,3415,+26.327331,-098.180293
48,215,024107,1,1861,+26.279432,-098.358486
48,215,024107,2,1048,+26.280181,-098.366586
48,215,024107,3,516,+26.257165,-098.373427
48,215,024107,4,949,+26.255456,-098.362739
48,215,024108,1,1235,+26.281880,-098.374397
48,215,024108,2,1025,+26.261091,-098.385400
48,215,024108,3,1819,+26.278516,-098.382593
48,215,024108,4,2573,+26.287319,-098.395943
48,215,024109,1,2170,+26.258498,-098.327175
48,215,024109,2,2947,+26.274595,-098.331445
48,215,024109,3,1526,+26.280285,-098.327113
48,215,024109,4,1366,+26.282310,-098.318713
48,215,024115,1,1730,+26.271376,-098.252663
48,215,024115,2,821,+26.261300,-098.282752
48,215,024115,3,1469,+26.271415,-098.262059
48,215,024115,4,2503,+26.277502,-098.283287
48,215,024116,1,1590,+26.244409,-098.280465
48,215,024116,2,2463,+26.247783,-098.307319
48,215,024117,1,884,+26.264545,-098.307915
48,215,024117,2,1890,+26.279081,-098.303750
48,215,024118,1,1717,+26.272866,-098.344810
48,215,024118,2,1698,+26.256845,-098.339363
48,215,024118,3,1371,+26.281635,-098.349696
48,215,024119,1,1943,+26.258162,-098.346038
48,215,024119,2,813,+26.251006,-098.345271
48,215,024119,3,1186,+26.250462,-098.348759
48,215,024119,4,1498,+26.254832,-098.354387
48,215,024120,1,2478,+26.366794,-098.320164
48,215,024120,2,1399,+26.369299,-098.300880
48,215,024121,1,1833,+26.354000,-098.339628
48,215,024121,2,1136,+26.357670,-098.346198
48,215,024121,3,1501,+26.371914,-098.357759
48,215,024122,1,2546,+26.336050,-098.390581
48,215,024122,2,2096,+26.335001,-098.368561
48,215,024123,1,1312,+26.334310,-098.348739
48,215,024123,2,2430,+26.334603,-098.340501
48,215,024124,1,1544,+26.304953,-098.333562
48,215,024124,2,2136,+26.297585,-098.320224
48,215,024125,1,1734,+26.314052,-098.347503
48,215,024125,2,1533,+26.299266,-098.346827
48,215,024126,1,2035,+26.316193,-098.365051
48,215,024126,2,1738,+26.302480,-098.354151
48,215,024126,3,1209,+26.300766,-098.363722
48,215,024127,1,2084,+26.317034,-098.391360
48,215,024127,2,1134,+26.317645,-098.374727
48,215,024127,3,1861,+26.312549,-098.377291
48,215,024128,1,718,+26.289616,-098.277574
48,215,024128,2,2590,+26.289910,-098.284810
48,215,024128,3,715,+26.290209,-098.310432
48,215,024128,4,2369,+26.290383,-098.292658
48,215,024128,5,1641,+26.294980,-098.306672
48,215,024129,1,641,+26.287587,-098.262028
48,215,024129,2,2064,+26.305711,-098.283550
48,215,024130,1,1808,+26.340257,-098.319518
48,215,024131,1,970,+26.343555,-098.253004
48,215,024132,1,2765,+26.322578,-098.279519
48,215,024204,1,1850,+26.215453,-098.410223
48,215,024204,2,415,+26.218594,-098.376119
48,215,024204,3,2195,+26.212035,-098.384018
48,215,024206,1,2123,+26.263540,-098.558726
48,215,024206,2,1013,+26.283740,-098.566461
48,215,024206,3,1397,+26.277896,-098.551240
48,215,024207,1,1472,+26.250675,-098.402067
48,215,024207,2,140,+26.240409,-098.405174
48,215,024207,3,210,+26.241303,-098.399926
48,215,024207,4,1071,+26.245238,-098.401694
48,215,024208,1,936,+26.251452,-098.460038
48,215,024208,2,2136,+26.259295,-098.441900
48,215,024208,3,861,+26.254508,-098.412830
48,215,024209,1,1969,+26.231863,-098.405671
48,215,024209,2,1798,+26.233111,-098.420677
48,215,024210,1,779,+26.240457,-098.450785
48,215,024210,2,1478,+26.243485,-098.483593
48,215,024210,3,2534,+26.240181,-098.474216
48,215,024211,1,925,+26.278693,-098.448348
48,215,024211,2,3148,+26.316805,-098.453339
48,215,024211,3,1539,+26.321929,-098.443013
48,215,024211,4,1493,+26.330886,-098.447752
48,215,024212,1,1892,+26.282132,-098.433148
48,215,024212,2,2623,+26.336912,-098.472086
48,215,024212,3,1485,+26.303893,-098.556297
48,215,024301,1,1602,+26.529930,-098.159106
48,215,024302,1,2381,+26.408606,-098.006852
48,215,024403,1,2231,+26.299804,-097.988328
48,215,024403,2,1175,+26.297464,-097.997589
48,215,024403,3,1643,+26.299998,-098.002871
48,215,024404,1,2333,+26.337197,-098.001432
48,215,024404,2,1815,+26.307281,-098.019048
48,215,024405,1,1883,+26.284347,-097.994946
48,215,024405,2,2445,+26.259390,-098.022458
48,215,024406,1,1936,+26.243245,-097.990003
48,215,024406,2,1486,+26.235751,-097.998433
48,215,024406,3,1564,+26.264298,-097.992990
48,215,024501,1,2453,+26.247618,-097.968341
48,215,024501,2,1767,+26.247934,-097.952029
48,215,024502,1,1723,+26.306452,-097.961220
48,215,024502,2,1924,+26.293165,-097.968228
48,215,024600,1,2026,+26.372967,-097.970518
48,215,024600,2,2902,+26.298461,-097.924454
48,215,024600,3,2307,+26.259611,-097.923164
48,215,980000,1,0,+26.177727,-098.239482
48,217,960100,1,1382,+32.159053,-097.145930
48,217,960100,2,770,+32.190830,-097.096390
48,217,960100,3,2084,+32.163441,-097.214739
48,217,960200,1,1329,+32.144289,-097.305504
48,217,960200,2,1090,+32.126498,-097.382909
48,217,960200,3,941,+32.002432,-097.380718
48,217,960200,4,1314,+32.035718,-097.395689
48,217,960400,1,965,+31.963612,-097.380250
48,217,960400,2,1115,+31.984715,-097.358826
48,217,960501,1,1868,+32.000443,-097.314570
48,217,960501,2,2030,+31.872679,-097.262847
48,217,960502,1,966,+31.890375,-097.316923
48,217,960502,2,1605,+31.930946,-097.341695
48,217,960600,1,1203,+31.949528,-097.320962
48,217,960700,1,735,+32.031377,-097.205288
48,217,960700,2,1466,+31.923340,-097.148556
48,217,960800,1,1382,+32.019848,-097.103996
48,217,960800,2,1101,+32.012855,-097.122196
48,217,960800,3,1158,+32.010618,-097.106390
48,217,960900,1,1932,+32.004369,-097.133675
48,217,961000,1,947,+32.008780,-097.120827
48,217,961000,2,919,+32.002903,-097.116938
48,217,961100,1,1673,+32.065681,-097.056035
48,217,961100,2,1956,+31.980891,-097.018270
48,217,961400,1,961,+31.846470,-096.796958
48,217,961400,2,1698,+31.809177,-096.838078
48,217,961400,3,1284,+31.884197,-096.916443
48,219,950100,1,1209,+33.803499,-102.162909
48,219,950200,1,1547,+33.595497,-102.149442
48,219,950200,2,1090,+33.627101,-102.341602
48,219,950200,3,599,+33.713828,-102.440212
48,219,950200,4,800,+33.567169,-102.361650
48,219,950300,1,1340,+33.597640,-102.343058
48,219,950300,2,1382,+33.589660,-102.358622
48,219,950300,3,1503,+33.584141,-102.352548
48,219,950400,1,1114,+33.590466,-102.391931
48,219,950400,2,972,+33.593936,-102.375330
48,219,950400,3,884,+33.583387,-102.390163
48,219,950400,4,1163,+33.584093,-102.377285
48,219,950500,1,1159,+33.580732,-102.359306
48,219,950500,2,1320,+33.577796,-102.374927
48,219,950500,3,1029,+33.568483,-102.363460
48,219,950500,4,1272,+33.565260,-102.372527
48,219,950600,1,1595,+33.459274,-102.158181
48,219,950700,1,1559,+33.457980,-102.475797
48,221,160100,1,1457,+32.438008,-097.800744
48,221,160100,2,1297,+32.454413,-097.799929
48,221,160100,3,2059,+32.453044,-097.779872
48,221,160204,1,1254,+32.454504,-097.688608
48,221,160204,2,2178,+32.401417,-097.673378
48,221,160206,1,1631,+32.438048,-097.746444
48,221,160206,2,1417,+32.426757,-097.775717
48,221,160206,3,2045,+32.431609,-097.768632
48,221,160210,1,1327,+32.364718,-097.639824
48,221,160210,2,1083,+32.353761,-097.673528
48,221,160210,3,2468,+32.367382,-097.671173
48,221,160210,4,1158,+32.361572,-097.685726
48,221,160211,1,1371,+32.412157,-097.779384
48,221,160211,2,1316,+32.412112,-097.755677
48,221,160211,3,1485,+32.400799,-097.761026
48,221,160212,1,1275,+32.348930,-097.728013
48,221,160212,2,2369,+32.392663,-097.747663
48,221,160213,1,1760,+32.434732,-097.687981
48,221,160213,2,2023,+32.427088,-097.691428
48,221,160214,1,1385,+32.438507,-097.710968
48,221,160214,2,2874,+32.420055,-097.720916
48,221,160215,1,1430,+32.484898,-097.831126
48,221,160215,2,1715,+32.490255,-097.831688
48,221,160216,1,928,+32.519923,-097.842082
48,221,160216,2,2514,+32.500225,-097.800151
48,221,160217,1,2794,+32.501784,-097.684911
48,221,160217,2,1954,+32.486297,-097.728531
48,221,160218,1,2294,+32.490422,-097.770201
48,221,160218,2,2348,+32.462319,-097.750847
48,221,160302,1,1822,+32.516631,-097.929772
48,221,160302,2,1083,+32.460566,-097.903563
48,221,160302,3,1444,+32.412716,-097.938072
48,221,160303,1,1105,+32.427344,-097.798402
48,221,160303,2,2559,+32.395602,-097.803966
48,221,160303,3,1192,+32.339287,-097.917088
48,221,160303,4,1184,+32.399227,-097.847261
48,223,950100,1,1410,+33.303233,-095.560095
48,223,950100,2,1665,+33.252445,-095.496487
48,223,950200,1,1450,+33.073401,-095.743270
48,223,950200,2,1026,+33.032469,-095.808693
48,223,950200,3,1270,+33.191363,-095.800889
48,223,950200,4,747,+33.135270,-095.839644
48,223,950301,1,1084,+33.189581,-095.546758
48,223,950301,2,1694,+33.194101,-095.651104
48,223,950302,1,1949,+33.099892,-095.636347
48,223,950302,2,2062,+33.113173,-095.531590
48,223,950401,1,2026,+33.122631,-095.602965
48,223,950401,2,1873,+33.125924,-095.609558
48,223,950402,1,552,+33.154081,-095.601309
48,223,950402,2,2230,+33.127337,-095.624695
48,223,950402,3,1038,+33.140177,-095.606913
