STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
48,001,950100,1,1196,+32.056323,-095.505361
48,001,950100,2,1962,+31.977292,-095.494531
48,001,950100,3,1483,+31.969243,-095.602603
48,001,950401,1,5782,+31.754752,-095.822269
48,001,950402,1,7115,+31.784573,-095.902815
48,001,950500,1,733,+31.783270,-095.615591
48,001,950500,2,470,+31.768375,-095.618722
48,001,950500,3,1964,+31.775416,-095.630318
48,001,950500,4,1312,+31.781849,-095.646625
48,001,950600,1,1797,+31.763960,-095.656790
48,001,950600,2,1485,+31.731497,-095.684535
48,001,950600,3,1426,+31.746858,-095.653961
48,001,950600,4,1328,+31.741584,-095.669087
48,001,950700,1,905,+31.744312,-095.632705
48,001,950700,2,661,+31.756841,-095.639406
48,001,950700,3,998,+31.759058,-095.629867
48,001,950800,1,1468,+31.729181,-095.611361
48,001,950800,2,1288,+31.743042,-095.610100
48,001,950800,3,1146,+31.757832,-095.620323
48,001,950800,4,822,+31.753157,-095.619372
48,001,950800,5,703,+31.747649,-095.616574
48,001,950901,1,1148,+31.688079,-095.707497
48,001,950901,2,756,+31.710297,-095.625116
48,001,950901,3,613,+31.710300,-095.730861
48,001,950901,4,2764,+31.761313,-095.744317
48,001,950902,1,1063,+31.728480,-095.547339
48,001,950902,2,1734,+31.785334,-095.538427
48,001,950902,3,899,+31.827362,-095.651486
48,001,950902,4,1394,+31.829922,-095.581944
48,001,951001,1,1367,+31.611812,-095.431943
48,001,951001,2,2251,+31.660263,-095.531648
48,001,951002,1,780,+31.657874,-095.623056
48,001,951002,2,1338,+31.592906,-095.623119
48,001,951002,3,644,+31.620101,-095.582862
48,001,951002,4,739,+31.628322,-095.573140
48,001,951100,1,1872,+31.959282,-095.759337
48,001,951100,2,817,+31.929818,-095.947284
48,001,951100,3,1065,+31.829857,-095.782970
48,001,951100,4,634,+31.856172,-095.827780
48,003,950100,1,2405,+32.338469,-102.559863
48,003,950200,1,1749,+32.332866,-102.541765
48,003,950200,2,1130,+32.326949,-102.542829
48,003,950200,3,2011,+32.329607,-102.554309
48,003,950200,4,910,+32.325154,-102.562869
48,003,950200,5,1105,+32.329567,-102.565963
48,003,950200,6,805,+32.321552,-102.561709
48,003,950300,1,2310,+32.312251,-102.546206
48,003,950300,2,1662,+32.316089,-102.556583
48,003,950300,3,696,+32.322394,-102.544021
48,003,950400,1,2249,+32.313160,-102.488713
48,003,950400,2,1578,+32.290582,-102.485234
48,005,000102,1,1279,+31.309501,-094.836108
48,005,000102,2,1715,+31.356310,-094.835617
48,005,000102,3,1989,+31.332253,-094.831095
48,005,000103,1,1343,+31.454756,-094.812935
48,005,000103,2,2097,+31.423984,-094.769783
48,005,000104,1,995,+31.434253,-094.930370
48,005,000104,2,1979,+31.407927,-094.825556
48,005,000201,1,988,+31.335974,-094.660058
48,005,000201,2,575,+31.275692,-094.694354
48,005,000201,3,1575,+31.297248,-094.681953
48,005,000202,1,1327,+31.398492,-094.716949
48,005,000202,2,677,+31.414155,-094.666503
48,005,000202,3,1554,+31.370324,-094.655435
48,005,000301,1,1891,+31.391919,-094.761380
48,005,000301,2,1465,+31.336940,-094.789250
48,005,000301,3,2057,+31.373646,-094.782906
48,005,000302,1,1511,+31.273601,-094.751227
48,005,000302,2,1808,+31.316388,-094.792264
48,005,000302,3,958,+31.327250,-094.774994
48,005,000302,4,1042,+31.285428,-094.803276
48,005,000400,1,656,+31.356555,-094.750228
48,005,000400,2,1972,+31.337987,-094.761573
48,005,000400,3,1605,+31.332944,-094.742018
48,005,000400,4,1128,+31.342129,-094.737799
48,005,000500,1,712,+31.351784,-094.728156
48,005,000500,2,1549,+31.368736,-094.745346
48,005,000500,3,665,+31.352545,-094.735397
48,005,000500,4,714,+31.361730,-094.719836
48,005,000600,1,1470,+31.356421,-094.709459
48,005,000600,2,1517,+31.346957,-094.714737
48,005,000600,3,1487,+31.350044,-094.691468
48,005,000600,4,1362,+31.338918,-094.700287
48,005,000700,1,1154,+31.328820,-094.728987
48,005,000700,2,869,+31.334888,-094.724352
48,005,000700,3,1047,+31.344164,-094.722573
48,005,000800,1,1440,+31.324887,-094.700393
48,005,000800,2,1276,+31.320013,-094.713435
48,005,000800,3,951,+31.332028,-094.713116
48,005,000800,4,1194,+31.301516,-094.715114
48,005,000800,5,1304,+31.305595,-094.699695
48,005,000902,1,992,+31.294788,-094.733152
48,005,000902,2,1915,+31.281030,-094.726355
48,005,000902,3,824,+31.270417,-094.721152
48,005,000903,1,2114,+31.310512,-094.764910
48,005,000903,2,1131,+31.313674,-094.754378
48,005,000904,1,1624,+31.321041,-094.744553
48,005,000904,2,1645,+31.317271,-094.734474
48,005,001001,1,1487,+31.188735,-094.786725
48,005,001001,2,1473,+31.175900,-094.797832
48,005,001001,3,1093,+31.192594,-094.812435
48,005,001001,4,990,+31.238841,-094.773814
48,005,001002,1,1290,+31.184747,-094.776591
48,005,001002,2,1136,+31.155564,-094.708764
48,005,001002,3,1609,+31.220521,-094.731090
48,005,001101,1,1392,+31.277919,-094.644137
48,005,001101,2,2004,+31.271092,-094.607180
48,005,001102,1,1154,+31.332273,-094.580206
48,005,001102,2,1303,+31.386062,-094.581335
48,005,001102,3,599,+31.286807,-094.578752
48,005,001200,1,477,+31.143779,-094.456761
48,005,001200,2,886,+31.152599,-094.409056
48,005,001200,3,359,+31.171628,-094.376139
48,005,001200,4,551,+31.184887,-094.376863
48,005,001200,5,321,+31.140650,-094.263954
48,005,001300,1,1274,+31.196907,-094.552563
48,005,001300,2,1671,+31.278338,-094.562373
48,005,001300,3,725,+31.257652,-094.500882
48,005,001300,4,1459,+31.288079,-094.462278
48,007,950101,1,436,+28.140358,-096.987661
48,007,950101,2,864,+28.162781,-096.994382
48,007,950102,1,1044,+28.064914,-097.051794
48,007,950102,2,1296,+28.081811,-097.050946
48,007,950102,3,1084,+28.070863,-097.036847
48,007,950103,1,469,+28.063226,-097.098262
48,007,950103,2,788,+28.071922,-097.082424
48,007,950200,1,750,+28.046859,-097.038779
48,007,950200,2,250,+28.038122,-097.029410
48,007,950301,1,1121,+28.031301,-097.050939
48,007,950301,2,1737,+28.036878,-097.072291
48,007,950301,3,876,+28.029446,-097.060965
48,007,950302,1,1566,+28.046470,-097.052655
48,007,950302,2,1202,+28.057639,-097.052461
48,007,950400,1,801,+28.014421,-097.067470
48,007,950400,2,1196,+28.023961,-097.083765
48,007,950400,3,529,+28.011720,-097.058430
48,007,950400,4,823,+28.016486,-097.060134
48,007,950501,1,1228,+27.954054,-097.145184
48,007,950501,2,1386,+28.018347,-097.119272
48,007,950502,1,1060,+27.945402,-097.128031
48,007,950502,2,701,+27.920617,-097.138922
48,007,950503,1,1143,+28.005059,-097.079719
48,007,950503,2,481,+27.982585,-097.095788
48,007,950503,3,999,+27.967930,-097.100173
48,007,990000,0,0,+27.930529,-096.938114
48,009,020100,1,1567,+33.826266,-098.552584
48,009,020100,2,1330,+33.797102,-098.574227
48,009,020200,1,753,+33.606489,-098.818607
48,009,020200,2,913,+33.808214,-098.688480
48,009,020200,3,776,+33.821805,-098.697295
48,009,020300,1,1276,+33.607346,-098.458971
48,009,020300,2,679,+33.580013,-098.592604
48,009,020300,3,632,+33.586213,-098.627476
48,009,020300,4,634,+33.591760,-098.628744
48,011,950100,1,542,+35.123909,-101.447704
48,011,950100,2,649,+35.108821,-101.369787
48,011,950100,3,657,+35.049644,-101.368318
48,013,960101,1,1913,+29.060125,-098.455881
48,013,960101,2,1561,+29.008923,-098.440201
48,013,960102,1,1562,+28.967894,-098.473035
48,013,960102,2,1338,+28.977886,-098.424137
48,013,960102,3,871,+28.869008,-098.306481
48,013,960203,1,1360,+29.217208,-098.795142
48,013,960203,2,1546,+29.232339,-098.791513
48,013,960204,1,2155,+29.189933,-098.716281
48,013,960204,2,1998,+29.152225,-098.748552
48,013,960205,1,6022,+29.115796,-098.648819
48,013,960206,1,2216,+29.161470,-098.595565
48,013,960206,2,1515,+29.090150,-098.554886
48,013,960206,3,1762,+29.175137,-098.639819
48,013,960300,1,1728,+29.042727,-098.581956
48,013,960300,2,1407,+29.037031,-098.569990
48,013,960401,1,1807,+29.136264,-098.511825
48,013,960401,2,584,+29.078644,-098.491214
48,013,960403,1,664,+28.961156,-098.487631
48,013,960403,2,1228,+28.968061,-098.487333
48,013,960403,3,2855,+28.955998,-098.499893
48,013,960404,1,3192,+28.969916,-098.510812
48,013,960404,2,871,+28.983483,-098.490436
48,013,960500,1,1554,+28.898348,-098.709878
48,013,960500,2,979,+28.846317,-098.694114
48,013,960601,1,1463,+28.929098,-098.548123
48,013,960601,2,1049,+28.958688,-098.591706
48,013,960602,1,1496,+28.911264,-098.533354
48,013,960602,2,1334,+28.911904,-098.548978
48,013,960602,3,951,+28.815162,-098.527212
48,015,760100,1,1423,+29.640543,-096.093771
48,015,760100,2,1041,+29.649896,-096.063565
48,015,760201,1,1254,+29.807786,-096.153438
48,015,760201,2,824,+29.791665,-096.083645
48,015,760202,1,2590,+29.751686,-096.090669
48,015,760202,2,1860,+29.775975,-096.147549
48,015,760301,1,1567,+29.816737,-096.193975
48,015,760301,2,1206,+29.774918,-096.162629
48,015,760302,1,1475,+29.812513,-096.253489
48,015,760302,2,1804,+29.741752,-096.168951
48,015,760302,3,1764,+29.778195,-096.222734
48,015,760400,1,1405,+29.913065,-096.415120
48,015,760400,2,972,+30.002665,-096.441937
48,015,760400,3,1128,+29.985584,-096.537394
48,015,760501,1,1158,+30.018398,-096.210244
48,015,760501,2,2618,+30.004343,-096.307647
48,015,760501,3,767,+29.953669,-096.256335
48,015,760502,1,1822,+29.917122,-096.221448
48,015,760502,2,801,+29.980062,-096.155586
48,015,760502,3,1227,+29.947434,-096.269462
48,015,760502,4,1461,+29.941987,-096.254183
48,017,950101,1,886,+34.220699,-102.723234
48,017,950101,2,1977,+34.230190,-102.741718
48,017,950101,3,1139,+34.223834,-102.730541
48,017,950102,1,1323,+34.230819,-102.723052
48,017,950102,2,827,+34.129703,-102.854764
48,017,950102,3,752,+34.255214,-102.710695
48,019,000101,1,1970,+29.696266,-099.048456
48,019,000101,2,1119,+29.729096,-099.071692
48,019,000101,3,1616,+29.727206,-098.989464
48,019,000103,1,1261,+29.760256,-099.093197
48,019,000103,2,852,+29.760123,-099.147206
48,019,000103,3,1187,+29.767312,-099.024591
48,019,000103,4,613,+29.803298,-099.062960
48,019,000104,1,1259,+29.758821,-098.933392
48,019,000200,1,504,+29.827567,-099.404262
48,019,000200,2,1028,+29.845410,-099.238082
48,019,000200,3,421,+29.714644,-099.309585
48,019,000200,4,441,+29.674869,-099.511239
48,019,000301,1,756,+29.651998,-099.004669
48,019,000301,2,1021,+29.616663,-098.950881
48,019,000301,3,566,+29.636158,-098.981819
48,019,000301,4,961,+29.656112,-098.964997
48,019,000302,1,1303,+29.676038,-098.930138
48,019,000302,2,1764,+29.667907,-098.873006
48,019,000400,1,701,+29.582366,-098.941594
48,019,000400,2,886,+29.580234,-098.960047
48,019,000400,3,622,+29.582537,-098.922779
48,021,950101,1,2240,+30.269999,-097.395110
48,021,950101,2,2404,+30.224740,-097.451759
48,021,950101,3,910,+30.281829,-097.348731
48,021,950102,1,3147,+30.360244,-097.324782
48,021,950102,2,1888,+30.309396,-097.336206
48,021,950102,3,1338,+30.297182,-097.235733
48,021,950102,4,0,+30.285338,-097.314719
48,021,950201,1,1266,+30.337970,-097.361539
48,021,950201,2,1221,+30.350155,-097.362860
48,021,950201,3,812,+30.361203,-097.368577
48,021,950202,1,865,+30.359484,-097.382276
48,021,950202,2,3286,+30.354417,-097.392257
48,021,950202,3,1480,+30.338958,-097.371373
48,021,950301,1,1547,+30.116304,-097.340748
48,021,950301,2,2282,+30.130961,-097.411051
48,021,950301,3,1407,+30.175228,-097.480922
48,021,950302,1,2504,+30.104189,-097.360540
48,021,950302,2,987,+30.065972,-097.349727
48,021,950302,3,1238,+30.021431,-097.386246
48,021,950303,1,2281,+30.140890,-097.517195
48,021,950303,2,1173,+30.105042,-097.477688
48,021,950303,3,1974,+30.082493,-097.435288
48,021,950303,4,2210,+30.120168,-097.453121
48,021,950401,1,1155,+30.116644,-097.321260
48,021,950401,2,1518,+30.117787,-097.294822
48,021,950401,3,904,+30.107847,-097.322728
48,021,950401,4,1649,+30.126401,-097.321881
48,021,950402,1,954,+30.076179,-097.289098
48,021,950402,2,1436,+30.091806,-097.286091
48,021,950403,1,1472,+30.088712,-097.322951
48,021,950403,2,860,+30.101916,-097.330296
48,021,950403,3,827,+30.093615,-097.306402
48,021,950503,1,878,+30.181045,-097.112579
48,021,950503,2,1330,+30.068916,-097.258298
48,021,950503,3,1820,+30.114704,-097.220020
48,021,950504,1,627,+30.246404,-097.140581
48,021,950504,2,1544,+30.151430,-097.254871
48,021,950504,3,1752,+30.176183,-097.207373
48,021,950505,1,2653,+30.188178,-097.291991
48,021,950505,2,2389,+30.210078,-097.272981
48,021,950505,3,10,+30.255312,-097.254963
48,021,950506,1,2033,+30.184471,-097.318925
48,021,950506,2,3307,+30.180505,-097.306859
48,021,950601,1,1172,+29.981649,-097.276317
48,021,950601,2,1418,+29.919025,-097.227214
48,021,950601,3,1427,+29.948974,-097.331161
48,021,950602,1,966,+30.052403,-097.088294
48,021,950602,2,1357,+30.070238,-097.148640
48,021,950700,1,838,+30.010893,-097.149107
48,021,950700,2,993,+30.015074,-097.168165
48,021,950700,3,1024,+30.004515,-097.143288
48,021,950700,4,1699,+30.000733,-097.156403
48,021,950803,1,1747,+30.134027,-097.567507
48,021,950803,2,1705,+30.110126,-097.582415
48,021,950804,1,2365,+30.039928,-097.508638
48,021,950804,2,1768,+30.093821,-097.534537
48,021,950804,3,1136,+30.095386,-097.576705
48,021,950805,1,2519,+30.023222,-097.555512
48,021,950805,2,3269,+30.076791,-097.609672
48,021,950805,3,957,+30.036535,-097.582183
48,021,950806,1,1725,+29.997390,-097.531719
48,021,950806,2,1553,+29.947763,-097.425844
48,023,950301,1,578,+33.590462,-099.251841
48,023,950301,2,825,+33.602079,-099.270188
48,023,950302,1,519,+33.584831,-099.262172
48,023,950302,2,983,+33.584408,-099.267075
48,023,950302,3,560,+33.593528,-099.267155
48,025,950100,1,682,+28.590963,-097.789339
48,025,950100,2,1030,+28.598039,-097.903476
48,025,950201,1,4413,+28.378053,-097.663813
48,025,950201,2,2793,+28.369141,-097.713344
48,025,950201,3,877,+28.347449,-097.656610
48,025,950203,1,640,+28.313654,-097.778369
48,025,950203,2,1448,+28.408740,-097.813857
48,025,950204,1,1374,+28.447129,-097.701495
48,025,950204,2,1536,+28.452260,-097.785722
48,025,950300,1,1015,+28.415082,-097.759635
48,025,950300,2,1121,+28.426550,-097.748952
48,025,950300,3,1162,+28.413638,-097.743175
48,025,950300,4,687,+28.416840,-097.745977
48,025,950300,5,1150,+28.408313,-097.757543
48,025,950400,1,905,+28.401789,-097.758722
48,025,950400,2,1002,+28.408242,-097.737902
48,025,950501,1,1124,+28.396288,-097.741504
48,025,950501,2,1624,+28.403119,-097.734863
48,025,950501,3,646,+28.391070,-097.735006
48,025,950502,1,1241,+28.382344,-097.732293
48,025,950502,2,906,+28.391067,-097.756564
48,025,950502,3,705,+28.395799,-097.749983
48,025,950502,4,693,+28.394227,-097.755884
48,025,950600,1,1300,+28.237774,-097.640805
48,025,950600,2,973,+28.210318,-097.722882
48,027,020101,1,982,+31.198368,-097.316720
48,027,020101,2,2055,+31.234614,-097.322360
48,027,020102,1,925,+31.145798,-097.224173
48,027,020102,2,1964,+31.197201,-097.297770
48,027,020102,3,1330,+31.047908,-097.187691
48,027,020201,1,2582,+31.122554,-097.475497
48,027,020201,2,1110,+31.135067,-097.477670
48,027,020201,3,3832,+31.132101,-097.450184
48,027,020201,4,1263,+31.149304,-097.472144
48,027,020203,1,2019,+31.156954,-097.446277
48,027,020203,2,810,+31.154987,-097.465653
48,027,020203,3,1720,+31.180326,-097.466930
48,027,020204,1,1754,+31.238852,-097.451096
48,027,020204,2,987,+31.198103,-097.475983
48,027,020301,1,3580,+31.098004,-097.430825
48,027,020301,2,3060,+31.112170,-097.440269
48,027,020301,3,2693,+31.109047,-097.425042
48,027,020302,1,4100,+31.128782,-097.427484
48,027,020302,2,1541,+31.152167,-097.403539
48,027,020401,1,860,+31.147602,-097.343889
48,027,020401,2,2112,+31.113834,-097.365788
48,027,020401,3,592,+31.112163,-097.369138
48,027,020402,1,1823,+31.096997,-097.313658
48,027,020402,2,1103,+31.129636,-097.309406
48,027,020500,1,1024,+31.124258,-097.329011
48,027,020500,2,1436,+31.115225,-097.331806
48,027,020500,3,1365,+31.104820,-097.335600
48,027,020600,1,713,+31.106467,-097.343357
48,027,020600,2,1154,+31.119525,-097.340206
48,027,020600,3,610,+31.111415,-097.341851
48,027,020701,1,685,+31.098135,-097.337166
48,027,020701,2,753,+31.101883,-097.345463
48,027,020702,1,717,+31.098403,-097.355699
48,027,020702,2,805,+31.092319,-097.349524
48,027,020800,1,1029,+31.076714,-097.318534
48,027,020800,2,779,+31.079532,-097.326662
48,027,020800,3,1361,+31.088464,-097.332551
48,027,020900,1,935,+31.084562,-097.343257
48,027,020900,2,972,+31.074066,-097.343083
48,027,020900,3,1145,+31.061555,-097.331714
48,027,021000,1,859,+31.087697,-097.350816
48,027,021000,2,853,+31.083104,-097.351686
48,027,021000,3,746,+31.089030,-097.357761
48,027,021000,4,979,+31.074462,-097.356191
48,027,021000,5,818,+31.078748,-097.353261
48,027,021101,1,1665,+31.080022,-097.372573
48,027,021101,2,920,+31.088614,-097.381590
48,027,021102,1,1135,+31.092475,-097.367043
48,027,021102,2,1067,+31.087621,-097.374052
48,027,021102,3,1031,+31.085812,-097.367009
48,027,021201,1,1086,+31.110239,-097.376770
48,027,021201,2,1087,+31.112061,-097.384124
48,027,021201,3,1481,+31.116528,-097.394298
48,027,021202,1,1094,+31.102076,-097.370935
48,027,021202,2,1502,+31.105243,-097.381721
48,027,021202,3,1357,+31.100851,-097.385037
48,027,021203,1,778,+31.099607,-097.403743
48,027,021203,2,950,+31.073245,-097.399374
48,027,021203,3,946,+31.083625,-097.395772
48,027,021203,4,618,+31.083288,-097.386048
48,027,021203,5,979,+31.079054,-097.391185
48,027,021301,1,774,+31.064433,-097.376834
48,027,021301,2,1870,+31.055651,-097.386574
48,027,021301,3,793,+31.057148,-097.375620
48,027,021301,4,1359,+31.058812,-097.379335
48,027,021302,1,805,+31.064496,-097.393381
48,027,021302,2,1073,+31.069317,-097.388955
48,027,021302,3,1078,+31.074100,-097.384098
48,027,021304,1,2183,+31.054829,-097.367123
48,027,021304,2,960,+31.068105,-097.374144
48,027,021304,3,1812,+31.063140,-097.363819
48,027,021305,1,5583,+31.043799,-097.364344
48,027,021305,2,1730,+31.045104,-097.388341
48,027,021400,1,1898,+31.008928,-097.370881
48,027,021400,2,1343,+31.008226,-097.307592
48,027,021400,3,1111,+30.982372,-097.361418
48,027,021501,1,2137,+31.043711,-097.456766
48,027,021501,2,1803,+31.037090,-097.467400
48,027,021502,1,3678,+31.035188,-097.500336
48,027,021502,2,916,+31.013411,-097.440103
48,027,021601,1,1323,+31.061849,-097.453409
48,027,021601,2,775,+31.056234,-097.457647
48,027,021601,3,1564,+31.056321,-097.466797
48,027,021601,4,1323,+31.051552,-097.472515
48,027,021601,5,1800,+31.059154,-097.498444
48,027,021602,1,2653,+31.067942,-097.469443
48,027,021701,1,1595,+31.095500,-097.465502
48,027,021701,2,1174,+31.105986,-097.504495
48,027,021701,3,2904,+31.095296,-097.489766
48,027,021702,1,1068,+31.066973,-097.453280
48,027,021702,2,1238,+31.078832,-097.451728
48,027,021702,3,2148,+31.080170,-097.463747
48,027,021801,1,2393,+31.080463,-097.600148
48,027,021801,2,1102,+31.083871,-097.618302
48,027,021801,3,2140,+31.079373,-097.582973
48,027,021802,1,1363,+31.044231,-097.526080
48,027,021802,2,1481,+31.067775,-097.610565
48,027,021802,3,2221,+31.042704,-097.588505
48,027,021901,1,723,+31.076316,-097.647204
48,027,021901,2,645,+31.077885,-097.678893
48,027,021901,3,1101,+31.077720,-097.661096
48,027,021901,4,973,+31.079154,-097.671709
48,027,021905,1,2460,+31.062740,-097.669988
48,027,021905,2,2289,+31.065284,-097.656400
48,027,021906,1,1812,+31.054045,-097.671634
48,027,021906,2,3920,+31.046516,-097.662500
48,027,021907,1,2176,+31.073727,-097.639009
48,027,021907,2,1698,+31.071140,-097.629515
48,027,021907,3,1050,+31.062662,-097.636003
48,027,021908,1,1229,+31.028230,-097.639219
48,027,021908,2,1539,+31.064059,-097.642481
48,027,021908,3,2280,+31.059382,-097.642720
48,027,021908,4,2691,+31.043325,-097.645462
48,027,022001,1,996,+31.091339,-097.661039
48,027,022001,2,931,+31.086511,-097.670834
48,027,022001,3,1405,+31.084447,-097.662626
48,027,022001,4,836,+31.081955,-097.652723
48,027,022002,1,2343,+31.112392,-097.655506
48,027,022002,2,1054,+31.098431,-097.545582
48,027,022002,3,1372,+31.123759,-097.528482
48,027,022101,1,1861,+31.130721,-097.701273
48,027,022101,2,703,+31.122623,-097.694339
48,027,022101,3,1009,+31.123206,-097.704095
48,027,022101,4,529,+31.122885,-097.698870
48,027,022103,1,2433,+31.135481,-097.695594
48,027,022103,2,2620,+31.129740,-097.687169
48,027,022104,1,966,+31.120854,-097.684428
48,027,022104,2,926,+31.119358,-097.674420
48,027,022104,3,1154,+31.119355,-097.679300
48,027,022104,4,1166,+31.118587,-097.668627
48,027,022105,1,1028,+31.127022,-097.677126
48,027,022105,2,1188,+31.126405,-097.669305
48,027,022200,1,941,+31.119180,-097.715247
48,027,022200,2,1019,+31.115525,-097.697768
48,027,022200,3,1867,+31.112250,-097.680515
48,027,022300,1,1029,+31.105860,-097.699851
48,027,022300,2,893,+31.102643,-097.709457
48,027,022300,3,955,+31.102259,-097.688261
48,027,022300,4,934,+31.091545,-097.689632
48,027,022401,1,1125,+31.099428,-097.715930
48,027,022401,2,2377,+31.096210,-097.707034
48,027,022401,3,2239,+31.090519,-097.702957
48,027,022402,1,1410,+31.051923,-097.695813
48,027,022402,2,1792,+31.055031,-097.685012
48,027,022402,3,3801,+31.045901,-097.682422
48,027,022403,1,741,+31.067165,-097.699564
48,027,022403,2,698,+31.074383,-097.700023
48,027,022403,3,1053,+31.071359,-097.704718
48,027,022403,4,2105,+31.065339,-097.708189
48,027,022405,1,802,+31.085253,-097.718998
48,027,022405,2,1381,+31.080577,-097.711143
48,027,022406,1,1067,+31.067161,-097.679507
48,027,022406,2,1446,+31.066303,-097.684987
48,027,022406,3,1466,+31.073391,-097.694938
48,027,022407,1,2500,+31.061822,-097.694400
48,027,022407,2,1431,+31.058274,-097.703566
48,027,022501,1,884,+31.109090,-097.722311
48,027,022501,2,945,+31.103886,-097.724097
48,027,022501,3,976,+31.099638,-097.725406
48,027,022501,4,768,+31.095662,-097.725946
48,027,022503,1,2167,+31.073911,-097.726844
48,027,022503,2,1657,+31.081796,-097.724787
48,027,022503,3,1610,+31.085319,-097.732724
48,027,022504,1,2080,+31.045274,-097.722871
48,027,022504,2,3311,+31.037631,-097.712455
48,027,022504,3,1885,+31.062733,-097.736413
48,027,022504,4,1514,+31.058544,-097.726915
48,027,022600,1,1089,+31.127406,-097.718932
48,027,022600,2,704,+31.127571,-097.711394
48,027,022600,3,712,+31.124228,-097.711936
48,027,022600,4,747,+31.121532,-097.722225
48,027,022600,5,990,+31.117476,-097.720611
48,027,022801,1,770,+31.131594,-097.734417
48,027,022801,2,655,+31.128386,-097.727918
48,027,022801,3,1228,+31.131389,-097.725880
48,027,022900,1,1160,+31.115646,-097.734042
48,027,022900,2,1109,+31.106766,-097.741397
48,027,022900,3,759,+31.112863,-097.741502
48,027,022900,4,621,+31.110735,-097.736947
48,027,023001,1,2982,+31.070198,-097.747586
48,027,023001,2,3185,+31.063863,-097.752365
48,027,023002,1,957,+31.110042,-097.731403
48,027,023002,2,1494,+31.103074,-097.734088
48,027,023002,3,1719,+31.088704,-097.741674
48,027,023103,1,782,+31.100752,-097.746063
48,027,023103,2,1420,+31.096572,-097.748444
48,027,023103,3,1375,+31.096126,-097.757208
48,027,023103,4,873,+31.097765,-097.762991
48,027,023104,1,1890,+31.105510,-097.759246
48,027,023104,2,1363,+31.107497,-097.754370
48,027,023109,1,2084,+31.084298,-097.767085
48,027,023109,2,1819,+31.089530,-097.767289
48,027,023110,1,1153,+31.080594,-097.755394
48,027,023110,2,1388,+31.090845,-097.749226
48,027,023110,3,1291,+31.087497,-097.751479
48,027,023111,1,1392,+31.111027,-097.796286
48,027,023111,2,1743,+31.095149,-097.798512
48,027,023111,3,2144,+31.101394,-097.801575
48,027,023112,1,2096,+31.091954,-097.792087
48,027,023112,2,1513,+31.103152,-097.790094
48,027,023112,3,1453,+31.110077,-097.787877
48,027,023113,1,2732,+31.105304,-097.779710
48,027,023113,2,2301,+31.110465,-097.769127
48,027,023114,1,2448,+31.097047,-097.772292
48,027,023114,2,1902,+31.103887,-097.767904
48,027,023115,1,2357,+31.087961,-097.781954
48,027,023115,2,859,+31.095681,-097.783477
48,027,023115,3,1472,+31.091588,-097.783013
48,027,023116,1,2750,+31.086898,-097.807882
48,027,023116,2,1478,+31.078213,-097.802047
48,027,023116,3,1960,+31.083434,-097.797171
48,027,023117,1,5553,+31.071583,-097.781450
48,027,023118,1,1353,+31.062918,-097.797331
48,027,023118,2,6051,+31.072085,-097.803770
48,027,023201,1,190,+31.131022,-097.761134
48,027,023201,2,1591,+31.127499,-097.749419
48,027,023202,1,1390,+31.137235,-097.757357
48,027,023202,2,1149,+31.117167,-097.792164
48,027,023202,3,2376,+31.121122,-097.782033
48,027,023203,1,717,+31.119678,-097.757138
48,027,023203,2,1005,+31.114181,-097.752847
48,027,023203,3,885,+31.117079,-097.749594
48,027,023204,1,1073,+31.138709,-097.725189
48,027,023204,2,2658,+31.138797,-097.740486
48,027,023301,1,1427,+30.932791,-097.787980
48,027,023301,2,1867,+31.056366,-097.895520
48,027,023301,3,1972,+30.992051,-097.780519
48,027,023302,1,1328,+31.007643,-097.691608
48,027,023302,2,2701,+31.033485,-097.749815
48,027,023402,1,1312,+30.963047,-097.250900
48,027,023402,2,1295,+30.931253,-097.228143
48,027,023402,3,1272,+30.886829,-097.350351
48,027,023402,4,1111,+30.881096,-097.406106
48,027,023404,1,1591,+30.835357,-097.461000
48,027,023404,2,930,+30.989790,-097.639991
48,027,023404,3,1855,+30.940231,-097.612031
48,027,023405,1,1165,+30.940482,-097.529083
48,027,023405,2,2060,+30.944923,-097.485088
48,027,023406,1,1358,+30.989567,-097.496577
48,027,023406,2,2620,+30.966045,-097.533487
48,027,023500,1,811,+31.125178,-097.738708
48,027,023500,2,847,+31.124828,-097.731825
48,027,023500,3,491,+31.122509,-097.735542
48,027,980001,1,346,+31.072648,-097.849184
48,027,980002,1,0,+31.068779,-097.829099
48,027,980003,1,1,+31.118857,-097.574754
48,029,110100,1,1458,+29.425493,-098.486376
48,029,110100,2,1076,+29.422694,-098.491748
48,029,110100,3,1278,+29.427088,-098.496778
48,029,110300,1,1122,+29.413676,-098.483107
48,029,110300,2,697,+29.410046,-098.484107
48,029,110300,3,582,+29.416166,-098.474726
48,029,110500,1,2369,+29.418847,-098.510563
48,029,110600,1,844,+29.427252,-098.510817
48,029,110600,2,2587,+29.434282,-098.507130
48,029,110600,3,3853,+29.428627,-098.506696
48,029,110700,1,1210,+29.437248,-098.501081
48,029,111000,1,594,+29.441113,-098.468767
48,029,111000,2,865,+29.437675,-098.471661
48,029,111000,3,897,+29.442479,-098.474466
48,029,111100,1,604,+29.440576,-098.490995
48,029,111100,2,783,+29.442390,-098.495820
48,029,111100,3,520,+29.445598,-098.489481
