tract,lat,lon,pop,jobs
48439104701,32.692161,-97.33638,4544,158
48113016607,32.653074,-96.88472,3643,555
48113016301,32.717333,-96.983122,6801,186
48439113626,32.856948,-97.147666,3823,468
48113015206,32.805151,-96.96814,4205,243
48113009605,32.912198,-96.861455,3471,9841
48085030702,33.204535,-96.623916,4874,7761
48113006702,32.74276,-96.87772,2605,19
48439122100,32.72846,-97.086907,7072,9083
48113019302,32.84362,-96.781653,6342,4935
48113000902,32.810543,-96.778169,2812,462
48085031814,32.992093,-96.735772,1875,445
48085030201,33.26008,-96.555299,6175,1271
48439111025,32.630619,-97.362163,3571,103
48397040508,32.836244,-96.425064,3245,821
48251130416,32.462375,-97.210288,3988,444
48085031007,33.165444,-96.526225,6291,1020
48257050801,32.585604,-96.414905,4421,160
48439113110,32.76621,-97.090434,5153,3894
48439113948,32.902691,-97.265695,5402,681
48439110500,32.777009,-97.396904,7646,1603
48113019034,32.918548,-96.72863,4525,284
48439111552,32.69315,-97.138759,3614,695
48113018145,32.883777,-96.560714,4089,706
48439103701,32.72303,-97.278484,4308,142
48113000202,32.831048,-96.76574,3794,948
48113000407,32.819396,-96.830744,2083,283
48121020135,33.210734,-96.91849,6385,116
48139060221,32.506549,-96.912981,7591,302
48113016409,32.68043,-96.996799,3848,453
48439121904,32.725873,-97.059098,4724,1598
48113019039,32.943302,-96.70851,6606,10912
48113016412,32.662064,-96.997913,4487,910
48439105201,32.731549,-97.458115,6753,745
48113013300,32.90164,-96.796615,2064,1204
48113018105,32.921645,-96.620196,5880,1587
48113007101,32.845586,-96.816452,2164,1393
48113009701,32.888773,-96.876696,4675,5139
48085030407,33.126077,-96.832861,3868,1679
48113001102,32.818087,-96.757289,2405,619
48367140502,32.844008,-97.935495,5344,2046
48439111505,32.72694,-97.156541,4226,1479
48085031709,33.00166,-96.78236,4931,2883
48085030516,33.16405,-96.70566,7412,839
48113016637,32.636856,-96.887046,3186,314
48257050211,32.682155,-96.452347,9427,287
48113009203,32.738358,-96.673017,3609,292
48113018110,32.879175,-96.605923,5423,2467
48113012213,32.804345,-96.70473,2404,153
48113013901,32.932369,-96.893909,3283,1526
48397040304,32.910439,-96.459132,2380,3046
48113000409,32.823774,-96.840762,3919,7169
48439123500,32.723744,-97.315833,3598,1470
48439110903,32.690403,-97.423861,1793,1467
48439114003,32.869388,-97.349629,9398,4568
48113017706,32.774084,-96.588109,5224,628
48121021502,33.069352,-97.007499,4726,4105
48085031322,32.992798,-96.556249,8733,1586
48113008802,32.709902,-96.788336,5736,103
48113002500,32.786263,-96.747984,5701,1563
48439113622,32.873851,-97.125819,8244,2695
48439980000,32.923134,-97.093629,14,44443
48113007913,32.848657,-96.765061,3286,6703
48113013618,32.983395,-96.776435,3271,710
48439114205,32.872689,-97.528452,3634,1189
48113007812,32.892907,-96.744825,3212,796
48113018153,32.964827,-96.591752,6044,249
48085030609,33.204797,-96.653431,6776,2536
48113010001,32.818344,-96.856278,2600,65011
48085031412,33.139844,-96.634282,6555,1397
48085030301,33.233833,-96.69116,9945,1050
48439105800,32.665866,-97.342694,4538,454
48113004201,32.75492,-96.828706,4501,6570
48113013011,32.876046,-96.689779,4274,1754
48139061100,32.328629,-96.859486,5550,871
48439111409,32.637328,-97.151409,5573,544
48113008703,32.703157,-96.782144,3479,2
48121020206,33.263905,-97.31105,3311,1166
48367140416,32.803004,-97.589448,4595,430
48113016518,32.654268,-96.917751,5350,956
48085031425,33.092973,-96.63684,5725,251
48121021723,33.02401,-97.031819,1476,59
48113006002,32.697805,-96.831493,5669,361
48113012301,32.817144,-96.674436,4748,126
48085031006,33.145441,-96.480838,3460,303
48121021647,33.056021,-96.849699,4670,232
48439113955,32.977937,-97.138053,3512,2604
48113003103,32.780806,-96.795977,2508,20970
48113014502,32.822535,-96.956518,4511,7127
48113000705,32.819379,-96.791385,1848,3238
48121021618,33.044184,-96.997433,4351,8143
48121021639,33.029178,-96.875459,3403,243
48257050601,32.79761,-96.26763,3895,511
48113005200,32.740221,-96.850664,4051,523
48113007831,32.86559,-96.753636,2946,32
48113016524,32.574946,-96.976705,3078,1950
48113013624,32.94587,-96.818309,4106,334
48113013805,32.936414,-96.852249,4101,270
48121020136,33.202717,-96.945688,3648,87
48085031635,33.064207,-96.708218,4493,3500
48121021512,33.099947,-97.081615,4747,475
48113019214,32.943079,-96.764519,5284,457
48113001502,32.794219,-96.768263,2752,3071
48113019047,32.927668,-96.676896,3543,194
48439110301,32.794001,-97.261792,3828,5278
48085031202,33.004017,-96.393339,7224,961
48439114010,32.839701,-97.408804,6860,87
48121021640,33.035542,-96.876672,3132,946
48113017814,32.802413,-96.604223,5527,2863
48121021743,33.038851,-97.028043,3689,995
48113013619,32.969782,-96.793071,5414,604
48113014405,32.830631,-96.98636,4038,1081
48439105706,32.642369,-97.355923,3799,180
48085031629,33.045073,-96.723969,3398,539
48439113815,32.915589,-97.20445,6181,958
48439113941,32.980039,-97.284096,6046,1520
48113018700,32.900868,-96.638723,6720,325
48085031722,33.013975,-96.837876,2994,483
48439114015,32.865153,-97.372787,2521,478
48439106521,32.76839,-97.183386,4853,1651
48113007830,32.869148,-96.759855,2153,70
48121021716,33.051606,-97.021142,5550,3456
48121021735,33.008523,-96.985543,3346,1739
48439105518,32.656855,-97.416188,3379,3613
48257050209,32.764014,-96.442649,10849,1572
48439105203,32.720407,-97.467594,2410,1130
48113015208,32.788324,-96.972159,3747,21
48113016630,32.601444,-96.918442,6288,152
48121021413,33.138027,-97.035743,2841,902
48113009604,32.919659,-96.810981,4809,11071
48139061500,32.314352,-96.628326,5682,3038
48121021757,33.010222,-97.086282,3192,377
48439106519,32.765587,-97.22357,2046,808
48121021729,33.015138,-97.038807,3012,371
48439111558,32.700077,-97.10407,5889,459
48439113216,32.852187,-97.228775,6000,1658
48113010905,32.656477,-96.871451,2501,199
48121021641,32.995137,-96.848197,3656,275
48113016513,32.632356,-96.935426,5275,2097
48439105403,32.710235,-97.379676,6281,4704
48113014120,32.962051,-96.966526,5177,640
48251130219,32.50224,-97.314292,2722,182
48113007903,32.85055,-96.756276,2175,625
