tract,lat,lon,pop,jobs
48257050703,32.579559,-96.196544,3116,166
48085031682,33.053155,-96.759903,3662,1554
48085031420,33.132854,-96.581339,3446,261
48439101700,32.749779,-97.311026,2347,1490
48113006301,32.714604,-96.846981,5695,663
48257050602,32.736129,-96.143838,4629,1009
48439113950,32.925597,-97.270247,7052,3195
48439111538,32.670458,-97.05102,6329,1031
48139060215,32.521678,-96.839632,3824,687
48439111308,32.570017,-97.128704,1717,6470
48113009603,32.918042,-96.829313,4454,2877
48085030505,33.10644,-96.814595,5903,15180
48439114207,32.782339,-97.502143,7302,1613
48113016806,32.597624,-96.789455,5636,460
48439113713,32.922698,-97.109258,1877,14652
48085031630,33.078846,-96.730259,4466,323
48113010906,32.657622,-96.864799,4528,1122
48113000201,32.832632,-96.757354,3173,1275
48121020700,33.216554,-97.149081,3543,3002
48113016803,32.597817,-96.767248,6580,1998
48439113213,32.831566,-97.224026,3786,3011
48439111023,32.611207,-97.376598,7168,143
48251130414,32.367761,-97.244831,2438,468
48367140712,32.745095,-97.694727,2527,268
48439106005,32.643608,-97.326299,3854,616
48439111203,32.591866,-97.295122,7033,3462
48439113109,32.767937,-97.076549,4193,11823
48121021750,33.027024,-97.09374,5127,2668
48113006200,32.722879,-96.833754,6217,1192
48397040303,32.914035,-96.468196,3844,1247
48439104204,32.715769,-97.362051,2388,1188
48121020319,33.056015,-97.339006,6920,3204
48113018142,32.845771,-96.561165,3916,64
48113016407,32.70448,-96.996326,6796,5425
48113014208,32.864953,-96.93633,2706,11045
48113011604,32.688551,-96.653984,3939,401
48439102402,32.710222,-97.430306,4668,1192
48113014313,32.875322,-96.956165,3582,13637
48113019018,32.92453,-96.712628,5157,134
48121020504,33.266116,-97.122142,3959,58
48085031813,32.991484,-96.752366,5232,8864
48439111562,32.63137,-97.074698,5194,511
48113001705,32.794661,-96.79993,3113,26164
48113009804,32.872163,-96.869234,7233,976
48113019600,32.831253,-96.787617,2369,185
48113014141,32.936865,-96.948352,2144,937
48085031504,33.108027,-96.638516,7033,563
48113018137,32.859037,-96.563924,4145,185
48113016616,32.566561,-96.948591,6403,1381
48113016635,32.642901,-96.873754,4022,5590
48257050213,32.724586,-96.434897,6733,3459
48113014001,32.919121,-96.884859,4274,9110
48085030306,33.292206,-96.800849,11608,2191
48113015900,32.737072,-96.990295,3509,1177
48113007102,32.843689,-96.828853,5441,2815
48257050500,32.723626,-96.289255,5524,6141
48113014602,32.82678,-96.93857,4883,1158
48113015202,32.820931,-96.970729,3525,529
48113014134,32.983675,-96.981892,4156,807
48439113920,32.884985,-97.266992,5474,879
48121021410,33.121097,-97.05532,4580,933
48439110104,32.832713,-97.261098,3859,137
48367140408,32.892497,-97.584697,5820,945
48251130411,32.47832,-97.16756,4766,252
48439123001,32.740189,-97.428351,3415,2160
48367140300,32.753791,-97.815353,6254,2421
48121020404,33.25519,-97.141739,4822,269
48085030607,33.180966,-96.65543,5200,1911
48113001302,32.800305,-96.762399,2608,143
48113015404,32.74869,-97.029159,4446,533
48113010003,32.797588,-96.829265,3254,52796
48113014156,32.939246,-96.96385,4158,489
48397040411,32.962289,-96.309627,2091,566
48121020507,33.248956,-97.124585,3479,49
48439113625,32.863493,-97.145756,3461,435
48121020110,33.184769,-96.876599,5733,1057
48439106102,32.675095,-97.250985,5415,1413
48439113940,32.954768,-97.293483,7765,480
48367140413,32.970357,-97.576777,3380,165
48439113917,32.866443,-97.272574,7570,234
48113007827,32.88542,-96.730564,2784,30
48121020208,33.304304,-97.263635,3397,403
48113002002,32.753759,-96.816005,2473,228
48439111314,32.557351,-97.064381,7064,211
48113001204,32.798745,-96.748329,2284,112
48113014319,32.882624,-96.967621,2664,2153
48121021649,33.012153,-96.939481,3406,456
48439100402,32.786559,-97.363039,4920,81
48113017806,32.800941,-96.656217,5228,1936
48085031632,33.076145,-96.70234,5532,990
48121021637,32.995461,-96.861753,4215,1131
48085030542,33.141463,-96.720764,8325,4925
48113007833,32.866536,-96.747207,2539,1074
48113016526,32.639952,-96.94802,3710,95
48439114106,32.894916,-97.412134,6768,1948
48251130302,32.363044,-97.420813,5595,8163
48439111032,32.622642,-97.397325,7330,539
48113018205,32.88791,-96.617042,4355,165
48113019049,32.941809,-96.65593,4092,202
48113016633,32.585607,-96.883345,6305,849
48121021655,33.055684,-96.867082,2323,3969
48251130220,32.528839,-97.298687,5759,4663
48257051301,32.396619,-96.146798,6469,2692
48439113119,32.784435,-97.07439,4348,441
48439111567,32.61973,-97.122665,5831,2691
48113012604,32.849148,-96.645793,5626,425
48139060212,32.435321,-96.825633,7406,4910
48113019026,32.937796,-96.638129,5534,1222
48113019052,32.982934,-96.707485,1102,12530
48439111513,32.657065,-97.068204,4157,6611
48085032003,33.024717,-96.690562,6019,1823
48113000410,32.834887,-96.855709,4854,1393
48439106523,32.818462,-97.069318,4691,3494
48113007601,32.887654,-96.832334,1894,622
48439110204,32.821254,-97.281209,7560,4019
48439113612,32.859238,-97.169452,4520,1263
48121021642,32.990251,-96.848098,3468,761
48439113408,32.816942,-97.175881,5862,856
48085031681,33.045389,-96.761736,2619,753
48439110809,32.665486,-97.497603,2521,90
48439101301,32.74167,-97.215755,5498,567
48113016624,32.577074,-96.919644,3436,239
48439113953,32.960698,-97.235144,7238,535
48113000502,32.804986,-96.808513,2491,8034
48439122902,32.710244,-97.089333,3583,2503
48085031713,33.002454,-96.825146,4572,481
48121021411,33.121485,-97.022919,7284,1413
48113011401,32.674693,-96.768752,5935,190
48367140412,32.924463,-97.57634,4185,1109
48113002001,32.760679,-96.818647,2726,736
48113013622,32.948187,-96.810035,2672,3739
48113001902,32.790499,-96.81031,5978,7842
48121021727,33.005822,-97.050068,5383,7181
48439121610,32.687723,-97.193827,2533,778
48439113218,32.868303,-97.194653,3327,1953
48085030512,33.131072,-96.743603,4566,1138
48085030537,33.196778,-96.75953,7579,229
48113016415,32.65995,-97.009236,4858,136
48113013717,32.959884,-96.902515,2671,4729
48439105405,32.697706,-97.408338,5964,10757
48113009802,32.871678,-96.860156,5582,1030
48439113939,32.945565,-97.294434,4202,293
48139061401,32.327819,-96.647134,2354,191
48121021745,33.031731,-97.00873,5924,656
48121020117,33.315865,-96.991162,2285,816
48113007604,32.886974,-96.794659,3078,292
48113011103,32.667835,-96.831494,3948,183
48121021516,33.095826,-96.90511,6585,277
48139060802,32.445084,-97.007779,8744,6275
48113013728,32.942575,-96.883539,5064,284
48113018143,32.948818,-96.537977,6836,431
48113013500,32.902167,-96.830072,2562,806
48113007815,32.87691,-96.757222,5080,1942
48113018128,32.853394,-96.605576,5913,640
48439123200,32.766905,-97.329438,3121,4528
48439102401,32.722015,-97.417168,4409,3579
48439113509,32.845349,-97.091385,4784,1124
48439113212,32.829818,-97.242833,4343,978
48113008402,32.777445,-96.714537,4322,449
48085031416,33.116686,-96.718006,10717,744
48085031008,33.096887,-96.506118,3229,257
48121021733,33.007131,-96.997893,3244,361
48439111563,32.642025,-97.050455,5127,901
48439113811,32.846903,-97.254734,3871,4452
48121021900,33.123382,-96.85444,5762,938
48113000610,32.825256,-96.825965,1926,239
48113005400,32.726093,-96.816962,5402,485
48397040404,32.939659,-96.38683,2835,690
48113018146,32.887777,-96.576955,3564,92
48085031335,32.995143,-96.60497,6108,579
48251130221,32.521345,-97.329937,3420,1414
48113015405,32.767431,-97.016049,2322,792
48113010806,32.698962,-96.867561,3512,94
48113012701,32.849204,-96.673553,6462,961
48139060104,32.529111,-96.647976,3885,1405
48085031626,33.023388,-96.741635,2342,1043
48085031675,33.053586,-96.782677,3107,672
48085031654,33.038243,-96.782051,3768,403
48439106400,32.690396,-97.232585,3913,1671
48397040407,32.949433,-96.393673,2912,113
48121020322,33.017681,-97.216371,7662,2346
48121021417,33.146871,-97.09105,2615,380
48113019205,32.973021,-96.762068,4588,3519
48121021741,33.024114,-97.017229,1948,216
48257050402,32.756737,-96.278749,4496,104
48439113003,32.777687,-97.05328,2204,18454
48439111311,32.599517,-97.102574,7553,1204
48085030410,33.153287,-96.824897,4349,11865
48085031661,33.100366,-96.782992,3695,1801
48085031642,33.07978,-96.743329,4496,788
48439105511,32.634523,-97.379516,5976,758
48439113803,32.887043,-97.246916,5489,1616
48439111030,32.561315,-97.330679,4313,2533
48439104504,32.690513,-97.31296,3159,567
48113019210,32.98153,-96.731082,4338,2756
48113020000,32.981541,-97.004902,5779,7565
48113014159,32.905375,-96.996452,3014,28565
48439111306,32.575291,-97.158883,6298,4086
48439111522,32.699283,-97.089164,7933,549
48251130413,32.411206,-97.104374,4007,1064
48113014128,32.9334,-96.956256,4257,369
48113014409,32.828681,-97.021397,2396,3215
48085032013,33.053606,-96.688497,6801,2764
48113019101,32.942365,-96.73515,1438,11784
48439113942,32.964603,-97.272859,6038,1387
48121021529,33.159927,-96.880935,4845,372
48113009101,32.75552,-96.691314,5736,885
48439121703,32.750758,-97.113627,5150,3974
48113020402,32.774476,-96.790073,6079,18883
48085030701,33.218747,-96.622677,3363,7102
48439111529,32.698108,-97.175466,4000,257
48439113618,32.829106,-97.142468,6244,2041
48113014318,32.852658,-96.960884,2817,591
48439114011,32.834545,-97.417104,7156,507
48439113108,32.768196,-97.134276,4582,649
48439105008,32.854716,-97.324611,8379,3991
48085032016,33.003896,-96.647776,2716,2323
48439111569,32.686608,-97.089217,4327,605
48113980100,32.839241,-96.852446,40,20338
48113011901,32.741885,-96.655169,4771,225
48439104702,32.679767,-97.337062,3281,2195
48121020317,33.080479,-97.214106,5098,486
48439111031,32.615961,-97.420038,2906,192
48439102601,32.726794,-97.394107,3886,5017
48085031903,32.999822,-96.693834,1280,3239
48113009608,32.915285,-96.847083,3218,1483
48113005600,32.713191,-96.820548,7020,165
48113001202,32.806025,-96.734095,3616,372
48439102101,32.754339,-97.370519,2328,3584
48439111554,32.662065,-97.049978,4971,98
48121020405,33.254984,-97.213421,4681,3800
48257051000,32.592802,-96.296277,1565,515
48439102302,32.706328,-97.445018,5741,990
48113009900,32.891627,-96.9115,6273,38955
48439113810,32.855784,-97.249765,4808,1489
48085030202,33.306567,-96.630004,6345,633
48439111026,32.621698,-97.363461,5680,37
48113019025,32.946054,-96.629764,4912,159
48113019053,32.970482,-96.716007,1657,19139
48257050802,32.580827,-96.460227,7372,605
48121020603,33.221633,-97.115004,3469,289
48439111551,32.605976,-97.130667,7440,1581
48439111572,32.684567,-97.039821,3478,401
48439113514,32.830228,-97.091713,5183,1622
48121021301,33.197886,-97.12842,3966,2292
48439113809,32.866,-97.252533,4731,1483
48439110205,32.850689,-97.284455,5490,1018
48439113206,32.817552,-97.249252,5609,1044
48367140709,32.683188,-97.643167,6416,624
48113013106,32.893673,-96.775148,1340,69
48085031720,32.988446,-96.772469,3759,311
48439113006,32.730596,-97.052412,1818,625
48439113952,32.939003,-97.234764,5462,1684
48113018120,32.931618,-96.601737,5142,349
48439104603,32.686393,-97.27168,3980,554
48113006401,32.726452,-96.863626,2352,10
48113007203,32.85553,-96.87554,3144,517
48113015305,32.810249,-96.984173,4460,1317
48113009702,32.888582,-96.862743,3245,2435
48085030404,33.144414,-96.792307,5535,788
48113013609,32.94607,-96.774293,3993,1736
48439122402,32.727085,-97.120449,5731,4451
48113019800,32.829234,-96.81231,4529,3093
48085031334,32.992198,-96.617858,2877,153
48085031704,32.991307,-96.837244,3625,1160
48439103602,32.724834,-97.231958,2373,349
48113018121,32.919415,-96.604695,5764,75
48085030515,33.16673,-96.689256,6444,194
48085030536,33.183122,-96.759937,7209,273
48121020109,33.191797,-96.864481,8988,1557
48085031508,33.113886,-96.657703,6124,6039
48113013902,32.931653,-96.881048,4278,2735
48439122001,32.724428,-97.070949,4132,91
48113020900,32.757314,-96.772767,2751,860
48439113919,32.883432,-97.280698,7407,516
48113016521,32.681278,-96.94391,7794,6733
48121021202,33.206166,-97.119732,4060,2888
48113014147,32.855293,-97.013508,2105,221
48121021633,33.017865,-96.877706,4261,597
48439113634,32.894907,-97.135421,5084,2915
48113014139,32.858575,-97.002363,2949,257
48113017808,32.829196,-96.605458,5146,753
48113013727,32.969316,-96.839197,3790,16910
48113017315,32.712088,-96.596644,7379,454
48439113223,32.842424,-97.208109,3413,1135
48439101202,32.769554,-97.298892,4975,6435
48113004202,32.751909,-96.847077,2317,358
48397040405,32.96122,-96.361192,2810,1689
48113013012,32.871356,-96.71362,2602,602
48121021626,33.067277,-96.850598,2434,508
48439111406,32.605477,-97.155728,4466,1406
48121020605,33.223103,-97.092734,2680,880
48113019502,32.843772,-96.808175,4457,1945
48113007822,32.876927,-96.766948,2110,17922
48121020205,33.324773,-97.08601,1784,240
48367140415,32.836972,-97.676819,4063,262
48121021720,33.065658,-97.052617,3187,584
48439121613,32.742275,-97.14659,4332,485
48085030207,33.325455,-96.5496,14195,1400
48113016628,32.581177,-96.846657,5131,1606
48113016621,32.568363,-96.843554,7560,121
48121021644,33.039718,-96.891731,2202,184
48439113958,32.922481,-97.141539,2479,394
48251130210,32.443711,-97.350127,5949,513
48113014501,32.830985,-96.9686,3471,837
48113000706,32.825669,-96.786792,2252,3520
48439103601,32.726425,-97.246138,2536,81
48121021416,33.147683,-97.099941,4491,528
48439113522,32.85506,-97.06818,2073,69
48085030545,33.186454,-96.677334,3034,474
48113017812,32.817821,-96.621108,2438,851
48113008102,32.818263,-96.710609,4647,1342
48121021530,33.077548,-96.880054,3754,2044
48113013629,32.941075,-96.81069,2217,15
48439121614,32.739943,-97.135374,2863,1047
48113013808,32.944194,-96.864438,2856,2280
48439113938,32.898229,-97.301314,2280,126
48439123100,32.737929,-97.311123,3886,1223
48113019037,32.965715,-96.690011,3531,552
48251131100,32.345844,-97.401628,5391,1903
48113019042,32.971723,-96.654947,8230,1112
48367140711,32.765427,-97.702342,7048,2859
48139060702,32.493615,-96.965532,5837,3192
48121020131,33.203647,-96.987443,8184,690
48439113932,32.923543,-97.33963,8209,9387
48439113116,32.779097,-97.065153,4400,949
48113009104,32.745662,-96.692237,3529,212
48113017817,32.803215,-96.61931,3222,6152
48439111559,32.694725,-97.114583,2616,4280
48439105701,32.663668,-97.361754,4026,253
48085031318,33.023916,-96.553005,5832,448
48085030801,33.17403,-96.633782,4521,4312
48113015600,32.752759,-96.984192,5087,830
48439113816,32.918145,-97.236199,5515,1112
48085030518,33.165762,-96.752058,9638,1147
48085030539,33.196091,-96.741994,5448,572
48085031102,33.102324,-96.387756,6507,533
48139060206,32.525736,-96.810974,7461,1993
48439104202,32.695131,-97.368649,3231,726
48121021421,33.135413,-97.059776,3895,975
48439106700,32.827073,-97.430231,2166,253
48113018002,32.824731,-96.63785,3745,124
48439114012,32.869739,-97.405166,9715,403
48439106524,32.815861,-97.098108,4584,2467
48113013611,32.977607,-96.815877,2887,3518
48439110706,32.760842,-97.464741,3761,1403
48113000607,32.820398,-96.806593,2144,998
48085031324,33.041086,-96.649066,4567,526
48121021736,33.000683,-96.985462,2527,889
48439113407,32.816848,-97.15968,5684,512
48439121907,32.723775,-97.052715,4071,72
48139061700,32.339492,-96.549403,5121,2571
48113010101,32.784742,-96.850013,5069,195
48085031718,32.991377,-96.787386,2479,1033
48113002200,32.790326,-96.783525,2860,17092
48113009607,32.902247,-96.864816,3559,1270
48113011601,32.70607,-96.691567,4492,180
48121021754,33.097173,-97.1273,4029,684
48439121608,32.700999,-97.189629,5120,368
48439111557,32.698708,-97.076793,3054,68
48439100800,32.776341,-97.35938,5523,159
48439100900,32.780204,-97.350246,1854,2504
48251130303,32.384403,-97.323441,4540,2912
48113004800,32.744435,-96.817845,2461,1068
48113016420,32.691365,-97.010207,3168,63
48113018138,32.849965,-96.582549,4985,613
48113009610,32.905113,-96.8832,4623,2830
48113008701,32.703238,-96.763556,5132,44
48113014603,32.824153,-96.946457,1890,458
48113007914,32.842738,-96.767233,3499,5642
48085031423,33.079444,-96.650701,2899,132
48121021721,33.055683,-97.051969,3680,40
48439111571,32.686486,-97.053433,4736,2963
48113014150,32.923563,-96.972995,1676,5816
48085031308,33.038182,-96.552912,6999,2387
48113007910,32.85654,-96.762286,2953,527
48113014152,32.903687,-96.963677,3369,6658
48121020116,33.28379,-96.983811,5760,1389
48439110703,32.748771,-97.469866,5894,110
48251130211,32.481127,-97.352403,7138,1397
48113007823,32.890109,-96.764838,2976,5932
48439122500,32.728543,-97.140339,4176,1017
48439113005,32.749763,-97.037821,2387,18924
48113018300,32.886406,-96.642239,7632,745
48439104602,32.698922,-97.271756,5043,37
48113016704,32.618205,-96.774383,4485,71
48085031419,33.112617,-96.588839,4929,1006
48085031005,33.194233,-96.494043,3126,1210
48121021531,33.090851,-96.86932,4887,796
48085031667,33.034923,-96.800749,3340,1882
48113005500,32.722994,-96.802529,4134,190
48085030405,33.133813,-96.796869,4546,11074
48113013608,32.938382,-96.79468,2570,1628
48113018149,32.920212,-96.525544,3970,479
48113018508,32.902855,-96.718487,1429,22
48085031901,33.007052,-96.672624,2817,7073
48439111029,32.564151,-97.342005,7673,168
48439100201,32.802278,-97.330168,4922,125
48113012211,32.803379,-96.688664,4513,1143
48113014407,32.830415,-97.001201,5461,2122
48113014410,32.828737,-97.012427,2719,265
48113007805,32.902072,-96.755553,3225,2213
48113013630,32.944508,-96.806844,2154,250
48113980200,32.981732,-96.749408,3858,27
48397040202,32.94784,-96.454353,5788,623
48113014148,32.844731,-97.013991,3367,3581
48439111532,32.660453,-97.198083,7258,2699
48251130700,32.358665,-97.403202,4615,75
48367140102,32.769878,-97.788538,4623,1341
48113014138,32.899874,-96.935226,4621,511
48121021203,33.20677,-97.101561,3798,2105
48251130217,32.537594,-97.350238,3243,319
48439104802,32.67753,-97.352861,5262,186
48113001400,32.806888,-96.762837,3377,839
48085031812,32.993074,-96.763088,2055,1236
48113000611,32.821537,-96.821009,2428,1581
48113007819,32.866189,-96.759906,2275,1552
48439102202,32.739544,-97.394223,2812,1455
48113020300,32.770588,-96.768971,2784,2642
48113016805,32.599789,-96.813435,2928,2534
48439113629,32.844594,-97.149692,4284,7490
48085030504,33.107621,-96.832827,4417,18723
48113019700,32.833473,-96.795112,1966,2553
48085031670,33.081688,-96.828542,1428,42105
48121020604,33.221521,-97.102898,4055,124
48439113712,32.934746,-97.076792,5003,17453
48439100700,32.768239,-97.389017,5077,1216
48121021304,33.174064,-97.130049,6440,1475
48113020500,32.785397,-96.865059,5259,4582
48439106201,32.707578,-97.258535,3894,185
48113009301,32.728274,-96.693228,4786,333
48085030204,33.357593,-96.562893,7554,778
48085030507,33.111389,-96.783343,1810,1091
48113013201,32.917181,-96.795765,2754,5762
48121020204,33.386384,-97.196606,5554,2731
48251130415,32.411409,-97.246522,4646,1909
48439122002,32.731719,-97.071166,4479,174
48113017605,32.753867,-96.643978,3941,42
48439111545,32.692979,-97.158664,2528,810
48439111564,32.621139,-97.062668,5533,211
48085031331,33.025357,-96.591113,4990,217
48113004500,32.744266,-96.866336,5409,629
48113021200,32.744539,-96.937149,5716,1187
48113000408,32.817947,-96.824168,2188,152
48113013807,32.929223,-96.867181,2778,83
48439111015,32.572479,-97.351968,3047,1918
48113019216,32.970519,-96.749635,3992,429
48367140710,32.667631,-97.63233,4328,737
48113019045,32.9237,-96.703103,3153,196
48113013720,32.980127,-96.886521,5613,1866
48113018505,32.906675,-96.714367,3876,156
48121021306,33.176137,-97.103924,3116,1981
48439104605,32.695427,-97.294246,4887,1228
48113014142,32.930419,-96.947932,2320,350
48085031507,33.109385,-96.687975,7056,4245
48439111506,32.71444,-97.163867,6500,3125
48113014153,32.848015,-96.997728,3982,3042
48439101201,32.774307,-97.270403,2021,9968
48113016617,32.613167,-96.886941,4514,86
48085030538,33.181044,-96.74275,5584,931
48251130602,32.299616,-97.457441,2860,353
48439113943,32.961976,-97.260678,5611,8480
48113018157,32.927659,-96.580116,3583,162
48113013715,32.9503,-96.876513,2338,63
48439113519,32.873402,-97.089757,6824,1308
48397040203,32.972654,-96.450432,1670,474
48113013631,32.940249,-96.80574,2097,40
48113000606,32.815137,-96.8023,3170,4572
48085031325,33.027383,-96.648072,2188,176
48113017309,32.734734,-96.540392,3381,157
48439110805,32.751283,-97.492849,6959,802
48113007916,32.859894,-96.757413,1244,48
48439113511,32.826177,-97.116048,4091,5282
48085031329,33.029726,-96.600582,6772,332
48113016533,32.691801,-96.920196,3862,6916
48085030604,33.240444,-96.640759,3353,2668
48121021755,33.094217,-97.116913,9181,633
48085031332,33.017935,-96.582606,5218,151
48257051201,32.498393,-96.217802,3817,804
48113017310,32.740086,-96.54817,3603,61
48439113214,32.871261,-97.232393,5756,457
48085031904,32.999813,-96.702445,3300,8470
48439113624,32.855859,-97.116062,4211,633
48085030533,33.127385,-96.778227,3355,131
48367140714,32.752581,-97.642449,5624,2184
48113015500,32.751816,-97.009352,3604,1550
48439113935,32.925037,-97.289804,3920,819
48439113916,32.867942,-97.29803,4617,1086
48113007828,32.914338,-96.74893,4047,1459
48439113510,32.845564,-97.073646,6617,989
48113018204,32.900343,-96.625515,4504,253
48251130900,32.358325,-97.375247,3122,258
48085031422,33.078116,-96.663322,4006,3821
48113012302,32.809342,-96.674457,8092,844
48257050214,32.744254,-96.466103,2839,2373
48113007701,32.868369,-96.790881,2498,895
48113017008,32.672916,-96.544192,8361,1215
48121021615,32.995437,-96.879004,4692,210
48113014310,32.858734,-96.981669,4965,198
48085030543,33.14719,-96.693942,3672,883
48113007832,32.868682,-96.754583,2677,55
48113016527,32.646026,-96.968052,4326,609
48439114107,32.869198,-97.438557,4428,912
48139060218,32.479518,-96.776222,2768,88
48085031613,33.048672,-96.743275,5612,1675
48085032008,33.037994,-96.675169,4377,484
48085031666,33.106642,-96.742261,5701,413
48113019031,32.972715,-96.674666,6345,538
48113019048,32.934367,-96.656698,3299,191
48113007825,32.893366,-96.733567,4935,338
48251130604,32.27291,-97.426577,3353,436
48439113949,32.917135,-97.279398,3121,406
48113013721,32.976376,-96.86865,5988,1016
48439111104,32.667871,-97.272848,3011,1178
48439113118,32.767835,-97.102242,3006,1285
48113980000,32.886904,-97.018146,3,14381
48085031671,33.07442,-96.820573,2528,11530
48113008401,32.769077,-96.709252,5219,58
48121021000,33.206203,-97.146406,5633,9306
48439111020,32.628602,-97.348561,4764,243
48397040410,32.958857,-96.33849,4135,352
48113014701,32.833355,-96.927002,4669,1024
48113018156,32.915297,-96.579399,4744,1473
48439113923,32.873168,-97.309916,4254,1247
48085030548,33.205263,-96.684657,4794,832
48439113906,32.958959,-97.170874,7587,6479
48439106522,32.770245,-97.206464,4195,702
48113000609,32.828595,-96.820635,1878,490
48085031815,32.99157,-96.71931,3951,1255
48113018506,32.902945,-96.711169,2771,30038
48113003700,32.76314,-96.762442,3607,219
48439113409,32.813243,-97.196129,2519,884
48113001703,32.798876,-96.79731,4555,2542
48439105515,32.637346,-97.401687,5981,737
48113012502,32.831352,-96.669298,4111,480
48113000503,32.808378,-96.815573,2752,287
48257050204,32.752526,-96.4134,9513,1525
48439111536,32.700922,-97.049606,3392,3771
48139060105,32.454254,-96.628598,4310,299
48439106514,32.752953,-97.169155,6076,1338
48397040509,32.838038,-96.354542,2468,294
48121021726,33.016741,-97.056771,3107,380
48439105007,32.853609,-97.30246,6209,8051
48439111003,32.654413,-97.342834,3788,328
48113017311,32.760804,-96.57812,3863,205
48139060209,32.484993,-96.873854,5901,2036
48085030520,33.182655,-96.793091,6791,337
48251130214,32.473425,-97.393636,6306,2195
48439113710,32.957142,-97.095261,3688,72
48121021744,33.038531,-97.012086,3781,1177
48121021534,33.114207,-96.915334,6302,416
48439111546,32.681479,-97.175121,6375,1219
48439111565,32.590271,-97.061871,6070,324
48139060803,32.475645,-97.059874,1903,961
48113010903,32.667931,-96.887858,3368,2819
48113007205,32.863016,-96.867579,4421,184
48113017005,32.663225,-96.597609,4958,682
48121020318,33.146262,-97.183073,5862,1204
48113018129,32.844194,-96.613841,4504,1739
48113001602,32.793985,-96.788908,2446,26414
48113013008,32.883961,-96.722133,3738,235
48439121605,32.748662,-97.12551,2958,1284
48439104604,32.710981,-97.288001,3468,1099
48085031417,33.123509,-96.690429,6840,656
48439111204,32.566756,-97.276704,5727,2015
48397040513,32.885663,-96.397646,4435,573
48439111541,32.651718,-97.109341,4153,208
48085030403,33.16319,-96.81129,5616,1239
48439114111,32.956446,-97.385943,2680,1862
48113014143,32.900604,-96.947186,4682,9293
48121020125,33.226162,-96.911436,7979,350
48113018135,32.885777,-96.529269,5182,127
48113013010,32.868737,-96.682897,4691,1193
48121021204,33.191172,-97.094235,3626,7009
48121021620,33.008987,-96.961655,3859,1163
48085030101,33.274582,-96.422938,3595,423
48113010602,32.772381,-96.909964,3135,643
48085031621,33.02144,-96.781836,5624,11618
48085031676,33.046702,-96.783659,4082,1377
48085031655,33.031475,-96.784955,4731,2059
48139060400,32.377651,-96.832522,5272,2003
48439114006,32.853,-97.374637,6775,612
48085031639,33.107006,-96.760331,7146,919
48121020321,33.016971,-97.188769,6438,563
48113018111,32.865896,-96.618062,6879,1109
48113018132,32.838797,-96.579337,5343,2843
48439101500,32.743918,-97.277111,4549,1415
48113016709,32.623111,-96.798602,4532,12511
48113016530,32.610922,-96.940645,4276,459
48113001002,32.816108,-96.776081,2116,1713
48085031663,33.082476,-96.783518,3846,356
48113013605,32.969679,-96.777037,5709,1365
48085030605,33.22388,-96.652939,6758,1736
48439104505,32.710051,-97.313565,4868,636
48257051202,32.485141,-96.342828,5890,1412
48113014158,32.867262,-96.985601,3090,5453
48113016623,32.562189,-96.874559,8279,289
48113009401,32.870829,-96.851922,3487,119
48113013101,32.902311,-96.778561,2757,1992
48439110103,32.829379,-97.268626,4269,363
48113017820,32.809844,-96.64367,3215,357
48113019102,32.947421,-96.722034,5008,1717
48113007829,32.915752,-96.760246,2602,2917
48439111312,32.581598,-97.114499,3452,2760
48439111526,32.702999,-97.138678,4454,1680
48439113619,32.818253,-97.143194,5939,173
48439113638,32.848473,-97.107049,1823,2587
48113014317,32.857853,-96.952551,1647,20
48085031723,33.009424,-96.824619,3777,97
48257050215,32.720839,-96.470796,7163,246
48113015101,32.793966,-96.948893,4319,193
48397040103,32.961569,-96.472524,4483,650
48439110907,32.672202,-97.478646,3687,1025
48113016528,32.654793,-96.95576,4893,689
48439114108,32.887589,-97.445678,5028,645
48113011902,32.741759,-96.642171,5165,829
48121021730,33.015286,-97.026329,3625,342
48113020100,32.816397,-96.911268,2428,12410
48139060219,32.471551,-96.812879,4929,1180
48113016002,32.737579,-96.999954,2945,398
48113019013,32.914003,-96.676838,5133,1976
48085031902,33.018446,-96.703627,3724,20166
48085030509,33.12202,-96.792163,2507,197
48113016631,32.589864,-96.898586,5087,96
48439113946,32.897806,-97.281395,5565,839
48251130205,32.548627,-97.335002,3701,716
48113019900,32.738106,-96.888025,3884,3579
48367140601,32.725438,-97.92945,9040,3478
48121021631,33.017494,-96.895937,5302,1052
48113016517,32.639747,-96.90194,4602,2925
48121021537,33.141894,-96.924624,5374,462
48113013615,32.936203,-96.80932,5351,4948
48439105503,32.653277,-97.397814,6249,643
48113013722,32.979939,-96.856355,4640,9117
48439111027,32.601471,-97.325081,4482,952
48139060900,32.339128,-96.996399,7884,1159
48113020800,32.755465,-96.752037,6593,344
48367140503,32.834413,-97.816953,5058,683
48439100602,32.778599,-97.418731,4754,21025
48085031715,33.008358,-96.805755,2703,116
48085030549,33.168618,-96.67838,2612,294
48397040408,32.920467,-96.37825,3054,1120
48439100505,32.815948,-97.389335,5070,161
48113000405,32.813998,-96.820217,2231,826
48113000608,32.817297,-96.812674,2177,934
48085030519,33.192339,-96.799063,8888,2016
48085031408,33.09257,-96.619223,3495,723
48113013107,32.892312,-96.772625,4475,718
48113016610,32.610878,-96.832699,4790,999
48085030529,33.181776,-96.72622,3710,493
48367140713,32.687612,-97.580161,5565,587
